"","Means_dim2_birth","Means_dim2_death","sd_dim2_birth","sd_dim2_death"
"410",0.616309646718053,0.631460850279699,0.106701107486863,0.106511259346533
"411",3.68101309161437,3.70762725880271,3.01970858391711,3.01950552789038
"412",0.951139109064742,0.965640601447458,0.141036617910808,0.145578526737943
"413",2.88479494165491,2.90725375546349,0.991167136195167,0.988079000047349
"414",1.89950079055537,1.92753700003495,1.07974640753207,1.10752876850844
"415",2.13240403098029,2.1529847512374,0.937418661530546,0.936431320400918
"416",2.08297034923055,2.11544452386049,0.504535145382024,0.50239633189074
"417",1.95240455304176,1.98914797298289,0.26878109504707,0.264959349578015
"418",1.20607194369034,1.22957182276819,0.454112237607245,0.449061064500023
"419",1.57941480045575,1.59688020875818,0.357536204235275,0.356978314509303
"420",0.818180020610599,0.826228445602228,0.172816270398246,0.176999918834169
"421",1.80036740616801,1.86238783048949,1.29823689014629,1.42693541230023
"422",0.578781714769884,0.587446193240078,0.0873388586038626,0.0847837587646374
"423",1.74980464258334,1.7773809580367,1.18053377499724,1.17710121620829
"424",2.42170900636249,2.44792818384511,1.26848116377514,1.27144693840854
"425",1.25788347061645,1.29233296794512,0.221729055733968,0.220296139603141
"426",1.79654712643324,1.8330048665576,0.18994594579096,0.201562357287764
"427",2.32145171633942,2.36877112630619,0.319994200445719,0.311101857652551
"428",0.94829261302948,0.952256739139556,0.350237523965523,0.346975852145984
"429",0.917944209170508,0.936382165864209,0.138886773746731,0.130954403616144
"430",4.48605922178703,4.57739053390539,0.408934823936657,0.425179059965422
"431",2.23855688392742,2.28520473954959,0.528422507205417,0.52383067794534
"432",2.67528595030308,2.71541060507298,1.56404814148891,1.58497589435022
"433",4.13503258781807,4.17500149863949,2.14323173344119,2.16596013398681
"434",4.01366339969198,4.07636836834243,0.241270504496271,0.229246822044306
"435",1.71831022816546,1.72754122930415,0.485385553922143,0.488036804231834
"436",0.626159032185872,0.630316586544116,0.167465693576479,0.167958573467828
"437",4.83342027916606,4.89943415591979,0.557849460907122,0.562805430851533
"438",1.57075682368152,1.5883587697657,0.661717683789148,0.660833255783862
"439",3.33736314787751,3.38773390416588,1.67016161130925,1.70164540010854
"440",1.61721815073744,1.62538772060516,0.516364498025102,0.517700900632844
"441",3.88495945413398,3.97653436903388,1.08446595280628,1.14379398200533
"442",0.665426079472212,0.681008460219716,0.146354323372685,0.14656091013094
"443",6.59755028323049,6.6871708928356,5.27918352026361,5.35258934649281
"444",0.761266778129361,0.773926346956677,0.0814818791453608,0.0803975661755605
"445",1.45949341939843,1.47534026270327,0.311418363672364,0.313257446657701
"446",2.33153946399689,2.34098469614983,1.47522539546461,1.47806633542165
