"","Max_life_dim0","Max_life_dim1","Max_life_dim2"
"1",Inf,1.86082327365875,1.5238584280014
"2",Inf,0.816392242908478,0.273996591567993
"3",Inf,1.28992441296577,0.960378110408783
"4",Inf,1.36516416072845,0.549513339996338
"5",Inf,1.25083404779434,0.55660605430603
"6",Inf,0.93864331394434,0.669643953442574
"7",Inf,1.41698858141899,1.38406452536583
"8",Inf,0.923553988337517,0.0692501068115234
"9",Inf,0.97027599811554,0.773886263370514
"10",Inf,1.19849985837936,1.07460179924965
"11",Inf,1.90683379769325,1.55967628955841
"12",Inf,0.816180750727654,0.254541397094727
"13",Inf,1.43598836660385,0.389183759689331
"14",Inf,1.12256437540054,0.362767338752747
"15",Inf,0.753940463066101,0.507755517959595
"16",Inf,0.945980668067932,0.303508400917053
"17",Inf,0.762690424919128,0.780979633331299
"18",Inf,0.581026941537857,0.584342181682587
"19",Inf,0.787263602018356,0.197613000869751
"20",Inf,0.421234846115112,0.288617193698883
"21",Inf,1.18715143203735,0.619027107954025
"22",Inf,1.15293705463409,0.146985292434692
"23",Inf,0.937875345349312,1.04331049323082
"24",Inf,2.83422487974167,2.7001678943634
"25",Inf,1.05056864023209,0.00345432758331299
"26",Inf,0.878699868917465,0.949655950069427
"27",Inf,1.68723061680794,0.906097054481506
"28",Inf,1.62994447350502,1.26395255327225
"29",Inf,2.47384038567543,1.31384605169296
"30",Inf,2.18841779232025,0.713949620723724
"31",Inf,1.07286162674427,0.868777483701706
"32",Inf,4.31231212615967,0.641116142272949
"33",Inf,4.80723044276237,0.713176727294922
"34",Inf,0.800330579280853,0.645817995071411
"35",Inf,5.27112980186939,4.4810779094696
"36",Inf,0.422720640897751,0.189609050750732
"37",Inf,1.15456612408161,0.65649339556694
"38",Inf,2.58163976669312,1.30687582492828
"39",Inf,1.05184036493301,0.59698623418808
"40",Inf,0.83978807926178,0.536242365837097
"41",Inf,2.79107248783112,1.80774426460266
"42",Inf,1.1994481831789,0.966721624135971
"43",Inf,5.31405729055405,1.92815160751343
"44",Inf,0.83057028055191,0.441302180290222
"45",Inf,1.17092216014862,0.890958726406097
"46",Inf,0.915727734565735,0.139325022697449
"47",Inf,1.5248047709465,1.20641559362411
"48",Inf,0.694568932056427,0.554722726345062
"49",Inf,1.43604834377766,0.372041344642639
"50",Inf,1.43553256988525,1.23354828357697
"51",Inf,0.520783990621567,0.397215783596039
"52",Inf,0.716256260871887,0.28628396987915
"53",Inf,1.99118900299072,1.94588828086853
"54",Inf,6.63726264238358,6.51307237148285
"55",Inf,1.47001034021378,0.300310254096985
"56",Inf,0.475121766328812,0.265638589859009
"57",Inf,1.11381340026855,0.230711102485657
"58",Inf,1.53348052501678,0.964153110980988
"59",Inf,1.08227768540382,0.686462879180908
"60",Inf,0.530583024024963,0.450336843729019
"61",Inf,0.804081663489342,0.110742270946503
"62",Inf,0.529182076454163,0.396784961223602
"63",Inf,2.29022696614265,0.771037876605988
"64",Inf,5.84810733795166,0.341205298900604
"65",Inf,1.23538866639137,1.10276155173779
"66",Inf,1.76348495483398,0.141168355941772
"67",Inf,0.834660172462463,0.395125031471252
"68",Inf,2.12597978115082,2.20502328872681
"69",Inf,0.723644912242889,0.401481151580811
"70",Inf,4.12306775152683,4.47836835682392
"71",Inf,1.51278746128082,0.914404988288879
"72",Inf,0.757185995578766,0.622441947460175
"73",Inf,1.26463413238525,0.535825371742249
"74",Inf,4.99798893928528,4.6496649980545
"75",Inf,0.860462158918381,0.330738306045532
"76",Inf,1.49454599618912,0.973936676979065
"77",Inf,0.571532249450684,0.11274528503418
"78",Inf,1.9984055608511,1.30500555038452
"79",Inf,1.27889043092728,0.54495644569397
"80",Inf,0.599953770637512,0.453828573226929
"81",Inf,0.961316704750061,1.1044408082962
"82",Inf,0.580865621566772,0.242146074771881
"83",Inf,0.737980425357819,0.242488980293274
"84",Inf,2.10979160666466,1.47013163566589
"85",Inf,0.742962956428528,0.282037258148193
"86",Inf,1.51393043994904,1.09296464920044
"87",Inf,0.630777776241302,0.410813271999359
"88",Inf,1.20984554290771,0.925071358680725
"89",Inf,1.09219133853912,0.990862607955933
"90",Inf,3.0826655626297,1.90263795852661
"91",Inf,0.677315950393677,0.488751947879791
"92",Inf,0.883095473051071,0.665905803442001
"93",Inf,0.973626643419266,0.571361839771271
"94",Inf,1.44122728705406,1.01898127794266
"95",Inf,0.802189826965332,0.106261968612671
"96",Inf,0.618237614631653,0.279200077056885
"97",Inf,0.830788463354111,0.431086301803589
"98",Inf,1.13804021477699,0.532020032405853
"99",Inf,1.79795387387276,0.89903998374939
"100",Inf,1.05531702935696,0.271370947360992
"101",Inf,1.44495695829391,0.171932458877563
"102",Inf,1.53892379999161,0.392340898513794
"103",Inf,1.32448184490204,0.809658288955688
"104",Inf,1.005614772439,0.101327538490295
"105",Inf,1.1828221231699,1.06365080177784
"106",Inf,0.911805272102356,0.470657706260681
"107",Inf,1.23315724730492,0.977068543434143
"108",Inf,0.0431747436523438,0.00121378898620605
"109",Inf,1.771051466465,1.19322550296783
"110",Inf,2.5383392572403,2.23664081096649
"111",Inf,1.12380458414555,1.02869203686714
"112",Inf,0.8919907361269,0.41501921415329
"113",Inf,1.27572748064995,0.525485277175903
"114",Inf,2.71963779628277,0.73235559463501
"115",Inf,0.390984296798706,0.253001511096954
"116",Inf,0.799528405070305,0.300122618675232
"117",Inf,1.15392327308655,0.111610174179077
"118",Inf,0.830140233039856,0.391360878944397
"119",Inf,1.07797114551067,0.716887295246124
"120",Inf,1.89199382066727,1.73697197437286
"121",Inf,0.850873380899429,0.529512166976929
"122",Inf,1.78448948264122,1.12854713201523
"123",Inf,0.821344569325447,0.641089081764221
"124",Inf,1.70718765258789,0.861673533916473
"125",Inf,0.505540281534195,0.301209628582001
"126",Inf,1.10073465108871,0.992255926132202
"127",Inf,0.783755004405975,0.564997851848602
"128",Inf,0.989044934511185,0.477923154830933
"129",Inf,1.64838947355747,0.690281748771667
"130",Inf,0.881372854113579,0.507919430732727
"131",Inf,0.85207200050354,0.281869888305664
"132",Inf,0.912069380283356,0.332314431667328
"133",Inf,0.271610677242279,0.169669032096863
"134",Inf,0.562130481004715,0.55971497297287
"135",Inf,1.00971104204655,0.0755261182785034
"136",Inf,0.826371073722839,0.360665440559387
"137",Inf,0.86127582192421,0.794302731752396
"138",Inf,0.995950043201447,0.654024392366409
"139",Inf,0.80923530459404,0.704961806535721
"140",Inf,0.619859486818314,0.266459167003632
"141",Inf,1.86591029167175,0.171660661697388
"142",Inf,1.28221470117569,0.935851097106934
"143",Inf,2.13382717967033,1.56084787845612
"144",Inf,0.803866684436798,0.580436229705811
"145",Inf,1.0956100076437,0.247472643852234
"146",Inf,0.708338022232056,0.287948727607727
"147",Inf,1.10966292023659,0.680437445640564
"148",Inf,1.6973642706871,1.24605238437653
"149",Inf,1.31166386604309,0.0361807346343994
"150",Inf,1.13239932060242,0.495379686355591
"151",Inf,1.09684750437737,1.269759953022
"152",Inf,2.52927350997925,2.23661714792252
"153",Inf,2.73630625009537,2.54465138912201
"154",Inf,2.31657222658396,0.45734030008316
"155",Inf,0.282968819141388,0.187599807977676
"156",Inf,1.23888930678368,0.151470303535461
"157",Inf,1.86197090148926,0.564493775367737
"158",Inf,1.1676926612854,0.837724208831787
"159",Inf,1.42444938421249,0.989956140518188
"160",Inf,0.982676684856415,0.389788031578064
"161",Inf,0.952820718288422,0.560559511184692
"162",Inf,0.282142102718353,0.0740755796432495
"163",Inf,0.960664421319962,0.836812525987625
"164",Inf,1.01084691286087,0.245221495628357
"165",Inf,1.74930942058563,0.789926648139954
"166",Inf,0.43544590473175,0.291502982378006
"167",Inf,2.78256261348724,0.787856101989746
"168",Inf,3.08268541097641,2.56483638286591
"169",Inf,2.82570773363113,1.43133985996246
"170",Inf,0.603953003883362,0.564549326896667
"171",Inf,0.978913128376007,0.751468181610107
"172",Inf,1.38734519481659,1.13429063558578
"173",Inf,0.725027203559875,0.0750598907470703
"174",Inf,0.720882534980774,0.439249753952026
"175",Inf,0.829635098576546,0.938202813267708
"176",Inf,0.910748600959778,0.711135774850845
"177",Inf,1.45748448371887,0.340107142925262
"178",Inf,0.637010872364044,0.558818474411964
"179",Inf,1.42294228076935,0.949219226837158
"180",Inf,0.986855268478394,0.850876986980438
"181",Inf,0.5168177485466,0.0679704546928406
"182",Inf,1.49890077114105,1.53178763389587
"183",Inf,1.81022694706917,0.935601770877838
"184",Inf,1.54681318998337,0.592531234025955
"185",Inf,1.23022890090942,0.378099203109741
"186",Inf,0.694224968552589,0.000208079814910889
"187",Inf,1.11558696627617,0.207307815551758
"188",Inf,1.39104956388474,0.713557630777359
"189",Inf,0.716667994856834,0.419944047927856
"190",Inf,1.69064866006374,0.97798752784729
"191",Inf,0.941656231880188,0.847297996282578
"192",Inf,0.510592937469482,0.498276323080063
"193",Inf,1.04800364375114,0.918803662061691
"194",Inf,1.30437827110291,0.291871786117554
"195",Inf,1.13334175944328,0.679408013820648
"196",Inf,1.06386674940586,0.0116485357284546
