"","avg_bottle_dist_dim0","sd_bottle_dist_dim0"
"1",0.813169182389974,0.801947524984885
"2",0.859823212524255,0.773686923802604
"3",0.819898816893498,0.812027440006218
"4",0.851622485294938,0.80140634316625
"5",0.841891774932543,0.803913541190976
"6",0.872293105969826,0.783469760018484
"7",0.813742882882555,0.820030382076839
"8",0.875381665937602,0.784534926204248
"9",0.832871764649947,0.784274637276482
"10",1.10522618939479,0.675753557175244
"11",0.871704064955314,0.787957617035288
"12",0.883227045188347,0.758318197476053
"13",0.846535020420949,0.798830603613031
"14",0.836088080008825,0.783552822277696
"15",0.842004547740022,0.807111892584549
"16",0.860671435644229,0.767830384831414
"17",0.792296063999335,0.822527303317711
"18",0.943581472461422,0.723163369575236
"19",0.871716389805078,0.763092930705279
"20",0.790278256659706,0.81905805656256
"21",1.12797333210707,0.646262335617717
"22",0.97741835668683,0.706409501972809
"23",0.807694670756658,0.811071347351229
"24",0.811445809180538,0.819370639832006
"25",1.24355251600345,0.625514225115003
"26",0.833003803218404,0.786736393564353
"27",0.816125989680489,0.799676089335151
"28",1.01462951610486,0.698513434613562
"29",0.807525668119391,0.801966845678359
"30",0.839131987541914,0.809173533851096
"31",2.36092321733634,0.414956647992597
"32",0.811359175990025,0.804016853514347
"33",0.835560645163059,0.784461477858428
"34",0.859809692551692,0.796698815910776
"35",1.10393809427818,0.659339890169861
"36",0.85450585881869,0.779261230096643
"37",0.815398618926605,0.818324944698698
"38",0.793911455174287,0.827828421161512
"39",0.803535392743846,0.824056008245179
"40",0.824735734673838,0.813763516139257
"41",0.811636794259151,0.810570542200682
"42",1.47416502217452,0.550343472015734
"43",1.99751203407844,0.485006015559026
"44",0.803274892196059,0.824740874513455
"45",0.817694678107897,0.814920494730272
"46",0.822681886007388,0.799950389233633
"47",0.816213326851527,0.805642718301528
"48",0.807874188708762,0.824495369010599
"49",2.50599413772424,0.356806650667913
"50",0.85858455080539,0.796810101793694
"51",0.958349342743556,0.718519066297849
"52",0.822295912131667,0.817547940466703
"53",0.970698848019044,0.729545948868365
"54",0.871806262160341,0.763577614151507
