,Birth,Death,Dimension
0,0.0,0.14600685238838196,0
1,0.0,0.14759403467178345,0
2,0.0,0.14785127341747284,0
3,0.0,0.14900335669517517,0
4,0.0,0.14906710386276245,0
5,0.0,0.14931845664978027,0
6,0.0,0.15040944516658783,0
7,0.0,0.15051910281181335,0
8,0.0,0.15055564045906067,0
9,0.0,0.1507381796836853,0
10,0.0,0.15076802670955658,0
11,0.0,0.1508343517780304,0
12,0.0,0.15094038844108582,0
13,0.0,0.15105627477169037,0
14,0.0,0.15112246572971344,0
15,0.0,0.15128450095653534,0
16,0.0,0.1513373702764511,0
17,0.0,0.15142984688282013,0
18,0.0,0.15302614867687225,0
19,0.0,0.1542433202266693,0
20,0.0,0.1555795669555664,0
21,0.0,0.15558277070522308,0
22,0.0,0.1556759476661682,0
23,0.0,0.15571127831935883,0
24,0.0,0.15591022372245789,0
25,0.0,0.15609292685985565,0
26,0.0,0.1561281532049179,0
27,0.0,0.156172975897789,0
28,0.0,0.1564352959394455,0
29,0.0,0.15645766258239746,0
30,0.0,0.15694266557693481,0
31,0.0,0.1569458544254303,0
32,0.0,0.15707004070281982,0
33,0.0,0.1577751636505127,0
34,0.0,0.15780366957187653,0
35,0.0,0.15828140079975128,0
36,0.0,0.1583603471517563,0
37,0.0,0.15850867331027985,0
38,0.0,0.16089126467704773,0
39,0.0,0.1614372879266739,0
40,0.0,0.1617683470249176,0
41,0.0,0.16264685988426208,0
42,0.0,0.16402743756771088,0
43,0.0,0.16415846347808838,0
44,0.0,0.16502423584461212,0
45,0.0,0.1656924933195114,0
46,0.0,0.16637006402015686,0
47,0.0,0.16637006402015686,0
48,0.0,0.16700898110866547,0
49,0.0,0.1682111769914627,0
50,0.0,0.1685200333595276,0
51,0.0,0.16897928714752197,0
52,0.0,0.16897928714752197,0
53,0.0,0.1691449135541916,0
54,0.0,0.17239490151405334,0
55,0.0,0.17422398924827576,0
56,0.0,0.17474839091300964,0
57,0.0,0.1764879673719406,0
58,0.0,0.17665502429008484,0
59,0.0,0.17815162241458893,0
60,0.0,0.1794825941324234,0
61,0.0,0.18220867216587067,0
62,0.0,0.18348024785518646,0
63,0.0,0.18609406054019928,0
64,0.0,0.18801862001419067,0
65,0.0,0.19021566212177277,0
66,0.0,0.19144189357757568,0
67,0.0,0.1917341947555542,0
68,0.0,0.19217699766159058,0
69,0.0,0.19244998693466187,0
70,0.0,0.19296373426914215,0
71,0.0,0.19335976243019104,0
72,0.0,0.1939793825149536,0
73,0.0,0.19468693435192108,0
74,0.0,0.1963822841644287,0
75,0.0,0.19745886325836182,0
76,0.0,0.1978534758090973,0
77,0.0,0.19798484444618225,0
78,0.0,0.19821704924106598,0
79,0.0,0.19966471195220947,0
80,0.0,0.19980239868164062,0
81,0.0,0.20035718381404877,0
82,0.0,0.2003946155309677,0
83,0.0,0.2006240338087082,0
84,0.0,0.20099253952503204,0
85,0.0,0.20117156207561493,0
86,0.0,0.20150931179523468,0
87,0.0,0.20453117787837982,0
88,0.0,0.20679941773414612,0
89,0.0,0.2165040373802185,0
90,0.0,0.21691012382507324,0
91,0.0,0.21834833920001984,0
92,0.0,0.21999090909957886,0
93,0.0,0.22152651846408844,0
94,0.0,0.22335398197174072,0
95,0.0,0.22354194521903992,0
96,0.0,0.2237878441810608,0
97,0.0,0.22409595549106598,0
98,0.0,0.22411604225635529,0
99,0.0,0.22441034018993378,0
100,0.0,0.22449053823947906,0
101,0.0,0.2257077693939209,0
