"","sd_life_dim1","sd_life_dim2"
"1",0.0659442610221548,0.0107565731051623
"2",0.0995055716323361,0.00656309039494352
"3",0.21178085371254,0.00901729481222743
"4",0.102042510947688,0.0273009566643463
"5",0.0647784040864387,0.0181866830526925
"6",0.686846276642917,0.0375588161882126
"7",0.0224443044867988,0.00562460985321148
"8",0.110567899417862,0.0096233173895562
"9",0.0722605429281316,0.0392123015901702
"10",0.0557430716523641,0.0090897988996393
"11",0.0755443896202973,0.0255038998348518
"12",0.0761378561021456,0.0166062614205485
"13",0.0801195252337977,0.0126035455125751
"14",0.050518535909029,0.00946456129828259
"15",0.130246793655773,0.0298034954648041
"16",0.0319080726358225,0.00523809988380709
"17",0.0648022870363542,0.0128492331805249
"18",0.035185261031631,0.00466327495449441
"19",0.0573295400862713,0.00876372820773553
"20",0.17669269046045,0
"21",0.153467622577437,0.0528349372891286
"22",0.0394461141955306,0.0149927913267569
"23",0.261814735085575,0.00901265827423636
"24",0.0690971403404114,0.00202995005367049
"25",0.0607408946350103,0.015342221747602
"26",0.0935148596037927,0.00381883040722319
"27",0.0806114168418205,0.0152115069803235
"28",0.083615443484899,0.0142407161162436
"29",0.123968477807581,0.0172451510457483
"30",0.0599970390844311,0.0188028338942955
"31",0.0626659010441782,0.0147114233749835
"32",0.134302047730593,0.0225307622996483
"33",0.236087205600427,200
"34",0.447911146976552,0.0329671767280953
"35",0.158190752737671,0.0239689466473588
"36",0.0473042092888572,0.0209701726402425
"37",0.152295163656882,0.00269360508833124
"38",0.208282595166842,0.00693883401464189
"39",0.0706972618476247,0.0246283626934148
"40",0.0782928852835513,0.00700890538284721
"41",0.0498790622712179,0.00523317758985771
"42",0.0754749027898889,0.00425957903249666
"43",0.0556050153117402,0.0135457995992996
"44",0.0807426625599549,0.00159853712201379
"45",0.0993387878607263,0.0185263381052527
"46",0.0775870546801635,0.0216192587352403
"47",0.0700401616625373,0.00798401775449609
"48",0.0452528802743296,0.0117627002796634
"49",0.19437144724454,0.0156910001256705
"50",0.205876651425499,0.0340581338221655
"51",0.0488404136827017,0.0183875581596365
"52",0.161117809710854,0.00643253669026712
"53",0.0624140784077733,0.0181743093412126
"54",0.0394994039570727,0.013772250534637
"55",0.0820414789459157,0.013508432298536
"56",0.104465740326221,0.0223483046473436
"57",0.0523246595386935,0.0259308972746622
"58",0.0772281871568955,0.00436044574958645
"59",0.132066088578288,0.0507750196340703
"60",0.0652303628756596,0.017850047645879
"61",0.076699151324072,0.0176749654038585
"62",0.0312228927561911,0.00578994305598736
"63",0.0734477440342378,0.0138987807879016
"64",0.048425410818833,0.00534711298152794
"65",0.0474402599719763,0.0154445592795373
"66",0.0995434457647566,0.0157410686565614
"67",0.033824893476156,0.00160544992353449
