"","sd_life_dim1","sd_life_dim2"
"1",0.104095314053678,0.0159372916124829
"2",0.0376265231889082,0.0236939837827371
"3",0.0471468943756855,0.00841909589305359
"4",0.0712601461748548,0.0146024851168456
"5",0.0781122374925836,0.0361528111735332
"6",0.0347310522948156,0.0077189692014013
"7",0.0684143535923066,0.010289141705872
"8",0.0853048556836028,0.0374957755454579
"9",0.0683736581241565,0.0210742256192679
"10",0.0429205961729244,0.0192052540088608
"11",0.0947387617468343,0.0215098388048042
"12",0.05870876096359,0.00161088480872633
"13",0.169722711213923,0.059590702138587
"14",0.0688050174209797,0.0289649697095052
"15",0.100909551850648,0.0212999204452906
"16",0.101517797524216,0.0261890621420362
"17",0.0480997479376777,0.0208862964190315
"18",0.0422745529561524,0.00575181823057312
"19",0.0331562556632843,0.0101131859705932
"20",0.0687603055726412,0.0132188337225096
"21",0.0543806141135903,0.00571952048635622
"22",0.145688642230402,0.00879138821648318
"23",0.0731122302022552,0.0203342898882179
"24",0.079711602149432,0.0257093305961999
"25",0.0915321258127969,0.0205549499405831
"26",0.0535711248118858,0.0102354025812868
"27",0.0682129974614969,0.0208074751892764
"28",0.133579721767346,0.03353468631668
"29",0.0410806462101147,0.00532525787487378
"30",0.150452466047805,0.0129371812783908
"31",0.0948254933608482,0.0348405721139744
"32",0.0789466333488576,0.0137058896508621
"33",0.243392480066033,0.0257107966349683
"34",0.169000644944472,0.0279257286754483
"35",0.0744747206286564,0.0132161038626352
"36",0.247607423421373,0.016079826296873
"37",0.201478754941242,0.0115745456663811
"38",0.108973030697392,0.00667415578265936
"39",0.0886650184979339,0.0231318919830968
"40",0.054532094473928,0.00695187166651296
"41",0.529132836538566,0.0324045023159169
"42",0.240319802256595,0.0170368522126544
"43",0.0567711807591377,0.0230942772267695
"44",0.812412760927403,0.00990040914625317
"45",0.085317241006078,0.0296965347454732
"46",0.162876271152349,0.0123870639772319
"47",0.0725769289126394,0.00318680476952546
"48",0.0883622812435695,0.0170267495308662
"49",0.0249016290251033,0.0128981958482382
"50",0.501658030756928,0.0543135204584046
"51",0.123183580086208,0.0171138197305774
"52",0.0774078562825645,0.0313289880175992
"53",0.0299100566870409,0.0160399995406001
"54",0.67155710252252,0.062739775871694
"55",0.70214181471035,0.0244928396683697
"56",0.202849556910049,0.0607418521110862
"57",0.304894427426874,0.0259573982672115
"58",0.0464577925921075,0.0114203648622536
"59",0.105072364547947,0.0119142246266561
"60",0.0578944308522337,0.0089275674338341
"61",0.087213069100074,0.0179257312852026
"62",0.0794340668615079,0.00727234133118222
"63",0.0605818848592959,0.0137626772576681
"64",0.030063828366512,0.00907640596515758
"65",0.04839465567409,0.0271585765190151
"66",0.0414433684918291,0.0214312959165383
"67",0.0917622507105611,0.0187277941363943
"68",0.0505783634644321,0.0151265475907106
"69",0.0618918617051104,0.00933341725265832
"70",0.258241897994007,0
"71",0.11650317724151,0.0263742570817441
"72",0.152576585905593,0.0347745975068239
"73",0.357717237004022,0.0204854381001993
"74",0.286867195104928,0.0223163514715087
"75",0.209297081581971,0.0293303641050708
"76",0.0431089770322546,0.0125875697419266
"77",0.116799627979897,0.0457107252959228
"78",0.316927378757556,0.108301868639434
"79",0.0426949540307299,0.0167262024170071
"80",0.0623100301663285,0.0107730346994766
"81",0.0582430094054904,0.0144412613904693
"82",0.100010030081723,0.0161125542271024
"83",0.064943996468623,0.0120443670670131
"84",0.0406652485083392,0.00729849169436004
"85",0.350780873457748,0.0237569947738963
"86",0.0468319008266596,0.0063102080204082
"87",0.0780448270200877,0.0228595442192048
"88",0.0641988089368883,0.02376625449761
"89",0.124683555235694,0.0283528331840661
"90",0.0892402113772313,0.0200861966034357
"91",0.0313724453769006,0.0156059748861899
"92",0.15118972010678,0.0402462574657702
"93",0.06332444162458,0.0134269777687179
"94",0.0959112584391522,0.0329590748450402
"95",0.0530290074360108,0.0152414357947536
"96",0.0376569578067008,0.00405201889121149
"97",0.0354044279653036,0.010542079322242
"98",0.0739773514088687,0.0190076479052371
"99",0.431253114645809,0.00962202671196125
"100",0.094271526123729,0.00515265710232841
"101",0.0636178816063396,0.0267107056863227
"102",0.0585034007283905,0.0256069473784307
"103",0.0840080134512183,0.0074783153022686
"104",0.042774197315942,0.00795498820181843
"105",0.128694506423758,0.00985739441874424
"106",0.456708284853126,0.0262303324286987
"107",0.0834867250161746,0.0262768150063559
"108",0.0666980741005624,0.00957673147964392
"109",0.0922362488948538,0.0324412600877725
"110",0.079104841935819,0.00282555699533884
"111",0.100309284575186,0.0391605128386147
"112",0.0566681560207514,0.0123574311347759
"113",0.0997135659426458,0.0266965634710421
"114",0.085452903957713,0.0329612258867932
