"","Means_dim0_birth","Means_dim0_death","sd_dim0_birth","sd_dim0_death"
"1",0,0.506219537017653,0,0.254677406005602
"2",0,0.521565902767316,0,0.333087863265496
"3",0,0.373289689962334,0,0.133298823293267
"4",0,0.271755755445089,0,0.106796820448678
"5",0,0.260006525530784,0,0.0789686896578494
"6",0,0.388567625124586,0,0.114858831921542
"7",0,0.49665323410221,0,0.100082224169531
"8",0,0.215664129233845,0,0.118325861418297
"9",0,0.796795362917536,0,0.267391938694728
"10",0,0.759267336701101,0,0.308996371524676
"11",0,0.2181419871196,0,0.0653308075162035
"12",0,0.453221615214652,0,0.313843438324831
"13",0,0.28683245809227,0,0.125608385793649
"14",0,0.826009834171726,0,0.278128522665199
"15",0,0.287193767693981,0,0.102094289118598
"16",0,0.79780243105743,0,0.324163036718061
"17",0,0.572240556142846,0,0.0793695035661573
"18",0,1.10278608354757,0,0.297920864213592
"19",0,0.732959558162703,0,0.252676593500734
"20",0,0.663396477829043,0,0.120081434908657
"21",0,0.603699030027507,0,0.450904530956428
"22",0,0.508082898503983,0,0.29324311494976
"23",0,0.624223698898393,0,0.154849984688667
"24",0,0.348345234114217,0,0.140348285780601
"25",0,1.05671549267277,0,0.463926880483062
"26",0,0.473919771352164,0,0.272222289291217
"27",0,0.736168091394905,0,0.251842173435137
"28",0,0.897324981814026,0,0.343099599922587
"29",0,0.697023824279038,0,0.198240733589718
"30",0,0.31252980433372,0,0.113986831649149
"31",0,1.89421728283643,0,1.0149109137201
"32",0,0.588326571620082,0,0.241819074209863
"33",0,0.625508732520617,0,0.319332264764852
"34",0,0.329328216179794,0,0.101574372488206
"35",0,1.16384849518927,0,0.418936778259985
"36",0,0.499514997546143,0,0.251296462940771
"37",0,0.474944826523694,0,0.0654881028881201
"38",0,0.488499604825185,0,0.128809077637091
"39",0,0.431354056692348,0,0.18639034656249
"40",0,0.390346728016572,0,0.0900741948821573
"41",0,0.516984919332108,0,0.152678438658142
"42",0,1.4148069790555,0,0.542925648435798
"43",0,1.41194136282875,0,0.770175250701058
"44",0,0.507277729462816,0,0.0575982127136953
"45",0,0.384689608272517,0,0.151181677240236
"46",0,0.444538135011241,0,0.190521804811528
"47",0,0.68918422954522,0,0.189083791447891
"48",0,0.433356497106947,0,0.120722868901125
"49",0,1.49291498481103,0,1.07049946474599
"50",0,0.284057455307686,0,0.0728389670233039
"51",0,0.941648653093374,0,0.209969172620847
"52",0,0.347559230334527,0,0.150351359940472
"53",0,0.751632935682471,0,0.175885190446039
"54",0,0.779231335281115,0,0.361174088416674
"55",0,0.45934750922619,0,0.104763641935887
"56",0,0.424154565603363,0,0.122348021919216
"57",0,0.629886776025046,0,0.262673457027816
"58",0,0.794653459626462,0,0.503570246904345
"59",0,0.293666011979601,0,0.116719485765005
