","skew_life_dim0","skew_life_dim1","skew_life_dim2"
"94",-0.558611417351556,1.01725985120377,1.60569328681454
"95",0.163734601499878,0.605227323557685,2.20115732434885
"96",-0.124862992519738,1.55152736730304,0.187669646857508
"97",1.00367762310931,1.71782161648868,3.19764881644352
"98",0.316986321476944,1.19062855084622,0.885831385261699
"99",0.735348726138406,3.61670164671065,0.827910318176891
"100",0.589928197445517,2.075377196902,1.80300256214725
"101",0.456573144930804,0.920162096764469,1.6774648551806
"102",0.534847103007458,1.72369992562572,1.54836466006642
"103",0.285010562130703,6.71383345465625,1.14590969186981
"104",0.557261675757873,2.58466594933848,1.92686193656594
"105",0.740538587583644,1.43073345800311,0.672121475376855
"106",0.790737758918192,7.38919731497126,1.73856678390743
"107",0.112205133223596,1.0487515423595,1.11437414778219
"108",0.872580111774987,1.73194122637563,1.62952274961047
"109",1.15730486499978,0.518518011153281,1.98978438137724
"110",1.08448899466042,0.910972366147027,0
"111",1.12992835095357,1.66897735331265,1.70872440559783
"112",0.00050259745210452,2.47071867519484,0.763496626158295
"113",0.765969240415166,5.05508922098468,2.72308276468463
"114",1.43261099430247,5.63289434431289,0.867722671595483
"115",0.151258146488641,1.14085396580676,1.35632029695659
"116",-0.174973330551297,1.07550024049204,1.29140571665762
"117",0.178315246222399,1.49330346125933,-0.231307254773127
"118",0.625579795712422,1.75139920901612,2.45135130875552
"119",0.907372621156364,0.81105705627213,0.685448646865192
"120",-0.211617643182271,1.12865326280548,1.12534530401013
"121",1.054248234753,1.24899436253554,0.767433488917079
"122",0.566494557030272,0.925948185829296,1.54806886271662
"123",1.3751080292641,0.500082902093865,0.966146125727718
"124",-0.327840920885239,0.936202935799309,1.58877000090525
"125",0.296158679401876,3.2446397175467,1.40411290028851
"126",-0.542362880145515,1.47849096434247,2.10214249719821
"127",0.712141181012684,2.68863099771235,2.73225417970506
"128",0.479156766274111,1.73903421797914,1.21674216699336
"129",1.04854855325096,2.38012363748345,1.91822303463554
"130",1.85404811542332,1.21002927547443,1.30880905595828
"131",0.141769542847321,1.44471167185862,0.694045278241436
"132",0.047128134908723,1.16787103699604,1.63493255761937
"133",0.242301877921484,2.28691265645513,2.17067680180504
"134",-0.31726970422554,3.00671239742683,1.72079583167513
"135",0.738114354899716,2.1932064267049,1.32397583612394
"136",0.233922177347518,1.21298841619283,1.62179772926825
"137",0.30892571178648,1.48114439564131,1.35857388980414
"138",0.686592209048725,1.92761355761059,1.20915708556208
"139",2.293781416106,2.02813956562781,0.885753794324011
"140",0.578133331731475,5.4152618492588,1.03912917666843
"141",0.440987941018334,1.24345451114703,1.85979957096154
"142",-0.968995141062869,1.00921871243308,1.51639002820472
"143",0.448539568574777,1.54186813778226,0.726304020529789
"144",0.0138478048162107,1.24138677256948,1.59087453754933
"145",0.789125752700839,1.08856004877686,1.6322629327936
"146",0.43587410336492,0.78182954126758,0.481610561321238
"147",1.58890749454428,9.14528996159449,2.35706097847894
"148",0.536117184549517,6.1363264283325,0.842067286653728
"149",0.146793360494019,1.68215735787452,0.942889372540541
"150",-0.381856343377909,4.30281306037218,-0.0259933465351099
"151",0.382186411952407,1.81945898547594,0.956988433965089
"152",1.23034503263614,2.02074102697321,1.06804793532874
"153",0.506458180148203,1.52464423495578,2.42556896952785
"154",0.959766472140522,2.4309526652294,0.805252265236073
"155",0.107299306291429,1.1065844882571,0.329767688915964
"156",1.44234056347944,0.532311734731286,1.96973542077443
"157",0.0725874956298588,11.380685040552,1.55633337045245
"158",0.391236608027094,3.09476652527747,1.3948133026494
"159",0.728101893909986,8.20768964834705,0.93698187735751
"160",-0.0906432377267427,1.21872677108789,1.38514061041793
"161",1.05323906935683,1.22036381866515,1.0013572808494
"162",1.41394233969278,2.63193903339007,1.38648364479401
"163",-0.136902574750809,1.4799019256877,1.80671178329823
"164",0.737692038313921,6.2691319984865,1.34919440225317
"165",-0.317415685504893,1.34310130681251,1.45784495655995
"166",-0.0118526122612939,1.20741736744874,1.00617388717399
"167",0.890883066165728,1.24541752857749,1.44027442629738
"168",1.84527209705951,1.60192735434327,1.14920701896375
"169",0.587116006512186,0.990715246058408,2.57626739655606
"170",0.251599316503876,1.6202769801367,2.04548739106711
"171",0.150435494624409,0.92116127564238,0.793586071265279
"172",0.38553135296505,1.68662467455832,1.77394605917673
"173",-0.188900361661618,2.62989158419358,1.41537987702992
"174",0.374515629544813,4.2158191974345,2.24814887226685
"175",-1.50619799944285,8.33755023036429,1.16292969480958
"176",-0.719362666628704,4.61662780670172,0.866166076809787
"177",0.208870318500349,1.79516530704147,1.55856524302987
"178",0.453831284998329,1.99330453197702,1.41905685333834
"179",0.569120506354458,1.44037201997646,1.23556739817614
"180",1.72393273574698,2.18687468113444,3.8558565235002
"181",0.893857249245458,1.25558614689953,1.82462930320078
"182",0.677871852168937,1.69819480046186,1.32473772629135
"183",2.3154123539893,1.59385518373415,0.772726002385236
"184",0.502122032491964,1.02612214433314,-0.300491709749287
"185",0.104437916035834,1.1207216967579,1.76255278728989
"186",0.175361786609968,0.898502035667885,1.03981275241301
"187",-0.218473243440474,2.93640191272782,1.35316323889613
"188",1.33274483745519,3.46387568071691,1.99208824145945
"189",0.804825417193599,6.43382219691496,0.932758296346789
"190",1.27311924862214,4.87972764540095,1.13731241081441
"191",-0.0801260791580819,9.90024984218954,1.38066905663034
"192",1.78233988327789,0.589948987753907,0.893261077801768
"193",1.27249133921683,1.16581204928403,2.43400700843981
"194",0.746726545029795,5.56904535674029,1.42229061896886
"195",0.828539519884561,0.799678708934757,0.765208050613093
"196",2.4358818455491,6.26224603970941,0.936058026918264
"197",0.972219969047011,1.91546429010638,0.540500571954963
"198",0.571696977660875,0.994963667302344,2.01568958467252
"199",0.456443381306472,1.71818082343431,0.262054108001092
"200",0.539000633894562,1.79232891472638,1.79317846496845
"201",0.577003863768731,2.96385551916839,1.50538490640319
"202",0.32312904580186,1.20832835701791,1.97317879365674
"203",1.0502233719978,1.61563212955966,-0.109258715213039
"204",0.346072071942302,1.27857775460845,0
"205",-0.592466582711326,1.9140215819223,1.74183166915028
"206",0.521195644963319,6.22539067981855,0.472790653778262
"207",0.396396154156669,1.42737399990195,1.321898702044
"208",0.507264046762901,1.46401260639906,1.75881465190587
"209",0.5457828025204,1.86889008899039,2.34371967235632
"210",0.667103762962285,1.46909998983271,0.795111627736089
"211",2.84495527080592,2.52973825863066,1.5427389454307
"212",0.497897401571016,2.64251237059255,1.39883900670652
"213",0.483427828183656,1.63388695747717,2.06227323734237
"214",-0.51247615212179,1.58468291712286,0.823890609246414
"215",-0.744939806083159,1.45209843943837,1.03289402255035
"216",0.505622197287749,0.445291574080291,1.62817850738477
"217",2.67697775942052,17.1522144378733,2.10509210911548
"218",-0.368646400940768,1.74077568819049,1.36796727305245
"219",0.847586659873153,7.32275901755395,1.005276467975
"220",0.809772507842821,1.60848256992456,1.78767903226554
"221",0.403826907989565,1.13607126029582,2.20158734744816
"222",1.92234309615074,0.852624986573365,1.13060305493125
"223",1.93708917001306,7.17257367128794,1.09254271983494
"224",0.424279593030986,0.645068938687468,0.687237469735217
"225",0.230857644449574,1.36469192152012,1.90432132209079
"226",1.98352477637113,1.66143708753681,2.76438128589687
"227",1.20858920627205,1.45770749432356,1.67389340824477
"228",0.481298398788117,1.24923477258063,1.0400686985572
"229",3.60208242373288,2.41366743464332,1.14866713439973
"230",2.4828057502192,7.91423336868197,1.65662075568491
"231",0.412190590895279,0.991913626786766,2.76541243991433
"232",-0.0260836049489207,6.05111646548027,-0.806956443017732
"233",1.1084713259672,1.83858867657251,2.49224366455137
"234",0.310470602930034,1.3350966696268,2.00101290930275
"235",0.883080027020139,1.23549429447877,1.56994835320463
"236",0.542847402230031,1.28078930959201,1.1945633849051
"237",-0.33298253732367,0.787461817835248,1.43454942894857
"238",0.0473664634860174,2.05365691814909,2.24198566679548
"239",0.0782971535664304,0.71786460487204,2.62298434866722
"240",0.18191560870141,1.03388003410746,1.76462675625036
"241",0.813207598861468,1.32459934321061,1.26488654282212
"242",1.66373561022645,2.39319575055994,1.96364218685598
"243",0.983616304698209,2.30587766948949,2.04471370987108
"244",1.85868006107824,1.99669868576025,2.29591644984016
"245",0.740036438017373,7.62797748459178,1.17048438324384
"246",-0.116259091655155,0.726872297999354,1.09707576269506
"247",0.729359894620184,2.18442443708598,1.36106011798745
"248",2.09703114437992,2.17753726055596,1.70227888243301
"249",-0.577994946811957,3.17524962133177,1.63911640113382
"250",0.529453548091058,1.20355079384446,0.441694957296212
"251",-0.0559852363046124,1.95671063749461,1.85824018490808
"252",1.54876963861317,1.45252675234263,2.38746474991371
"253",-0.130195450689057,0.87251093685618,1.22804113298201
"254",-0.0065860540095279,2.33627224787202,1.87011566034485
"255",-0.102216286516207,2.7708439605835,2.10153099616099
"256",-0.397027542321309,0.850431693994625,1.34056144310326
"257",-0.165435460910618,6.78481406587678,4.49173520981879
"258",0.480780404212555,1.67946300842369,0
"259",0.293790436717002,3.22191719661952,1.88224602576021
"260",-0.748059250195544,1.11486869125583,1.33431779722699
"261",1.77735327182289,3.77268956391891,0.54721919568514
"262",-0.289725034523107,1.58675576430822,1.7503049577052
"263",1.5517362958496,2.34729950588019,0.712762159803544
"264",-0.523725226733164,0.826938420709512,1.14939891547421
"265",0.427514452120137,0.870347943639456,2.70811259472519
"266",0.917989069803767,2.2588099671517,0.517499997729264
"267",0.152677537059325,0.967422600023416,1.25120044868826
"268",1.26730818586182,3.71533408672789,0
"269",0.585417051380852,3.33351698264862,1.10605243210692
"270",0.316230225330437,2.57877074637074,0
"271",0.744948356116359,1.23227929276874,2.81321269122137
"272",1.28755349325051,0.983491966780756,1.64796474345965
"273",0.606084383290675,4.14860409477443,-0.0765159583982908
"274",0.995152828196802,2.35872215934066,1.5139410886228
"275",0.0649302544994752,1.86216600684335,0.428494422912885
"276",-0.011444203719716,1.64550142760142,2.85516067288015
"277",0.397021976296729,2.30322459155381,1.50846260506531
"278",0.532718135057854,5.09714485178144,1.71848991267711
"279",0.00511235124194776,1.83520003308002,1.70991593670975
"280",0.0195866943850606,1.1228161732193,0.614739279810532
"281",0.549146482601213,0.769031569166528,1.76172413046951
"282",0.823230258300164,1.1889000362515,0.978999991622955
"283",0.32418010196794,3.25190630327381,1.02325786086884
"284",-0.255109347514875,4.15656877956664,0
"285",0.95984617611268,1.89043157493907,-0.108104976511936
"286",0.825986807628208,2.27456759726461,1.49768038260502
"287",1.03087699127507,2.5462695884926,-0.42074957475323
"288",-0.392126861859219,2.82794072985859,1.25270264513936
"289",1.26298386551038,2.04667892242504,-0.686828860416432
"290",-1.2677542926466,0.585991745336062,0.943619350197625
"291",1.19846020686503,2.10089673725406,0.667381783417117
"292",0.875725950027938,1.42913010546067,1.20914809147524
"293",0.738897633232848,0.807164617752379,1.24029949697558
"294",0.668422075106809,1.24838855445089,0.299439090586649
"295",0.80627395092778,0.864321986594236,1.45629680920635
"296",4.93385569251239,1.76143503973059,1.69841305798741
"297",-0.0961624292988897,0.80408357539442,1.09079663725528
"298",0.0565648191124328,0.91922484136363,2.09893629696113
"299",0.481532040407411,0.606570920581648,500
"300",-0.277155482746475,2.15403559417358,0.535722255082513
"301",0.0627224535296922,0.799013745303998,1.96294958873568
"302",2.98321192653281,2.53728444518309,0.636989394202834
"303",0.864777561334739,1.26409773912059,1.72283969269363
"304",0.967126519761604,1.09241119364275,0.910547037018357
"305",0.846746667641033,2.66119694801098,0.760626487883066
"306",-0.352888902418791,2.67942230688623,0.85237044098637
"307",1.061159784834,11.1648211284776,0.892295686205637
"308",0.610339679338748,1.85796994992561,0.426721229510911
"309",0.602050692226421,1.2850844935224,3.33848589831563
"310",1.73673606777557,1.73844465837432,2.0604795629343
"311",0.664296519113238,1.25185394249829,0.889145327460535
"312",0.44124376016592,0.995540498513194,1.84625688964641
"313",0.503058253595658,4.94187992722457,1.81492664466988
"314",-0.159770689758663,1.24369754009966,1.7744950006471
"315",0.17255181248721,8.269350428227,2.02776536500291
"316",5.02905789312215,2.00387103487186,2.50315081359417
"317",-0.0587531162239808,2.81713926641925,0.369965257216467
"318",0.838744137593226,1.22961023442464,2.26785947153501
"319",0.588395184189434,2.16708384584622,1.94385091514422
"320",0.110966397281722,1.22406798754065,2.19801820480346
"321",-0.611031440435683,1.45059978162829,1.54106042962556
"322",0.222919924062033,0.723188431438083,1.25994661024389
"323",2.44343530547402,2.62613500046661,1.48729401815941
"324",1.04834374760035,1.91529776187584,0.691907510953672
"325",0.809168586538753,1.86556261680759,0.413995254160248
"326",0.427605953217773,0.777604537749159,0.905129266517146
"327",0.291531971186898,2.15367858941468,1.02266391698055
"328",0.181038193863106,1.60123822641936,0.497413431814648
"329",0.572709876280565,1.36906471364623,0.853552753903302
"330",2.29710220410499,1.22907335771624,1.07629470556204
"331",-1.53797286574511e-05,1.35117105873966,0.860372910897528
"332",1.16063770407033,6.1058252128817,1.65712090375523
"333",0.601508138062398,1.68140478391682,0.722421557974837
"334",-0.685567046150247,1.60575191784959,0.910912762953679
"335",0.902718491025542,1.54132256222061,1.8206482894129
"336",-0.308262892594031,7.23918751284722,3.8376170864146
"337",0.526502352664872,6.79545534844127,1.58374151866066
"338",1.14297387534338,2.32341289815453,2.40058211050597
"339",0.880125939921673,1.47405332977678,3.700189708547
"340",-0.353955576532921,1.40069061760978,0.77516922438095
"341",0.762122328848078,2.26150099353077,2.2977406142367
"342",1.30864213822175,1.51374516435349,0.100958329834028
"343",-0.411807855809344,1.55236049673247,2.43126410488698
"344",0.612366512209442,1.5541070492678,0.634622684429814
"345",1.5829571451613,1.36087273171091,1.45187566835453
"346",0.796215787978175,1.39569427099184,0
"347",-0.827443723321403,1.73629971455588,1.35583487105036
"348",2.14799004820357,2.99064931015545,1.03073025871432
"349",0.368719728300323,2.10848170723866,1.89266811334963
"350",1.18621524810186,1.55468296122953,1.72783994372211
"351",-0.368607862608486,0.93177844342127,1.80950546201061
"352",0.840360006143722,1.33846849318482,2.4193158069316
"353",0.10418354292144,1.29826870951038,1.3560494540955
"354",0.243076420669265,1.07456024588174,1.97035648789853
"355",0.0962987002123138,1.15647366650114,2.53939022029737
"356",1.68410507365024,3.32700543611587,1.03213576003092
"357",0.853249294108076,2.14621160606888,1.98164168058196
"358",1.02493009084678,1.57986966111316,2.03108877355539
"359",1.05865453395088,1.87722481387523,2.97675194325869
"360",-0.000365710236166902,1.32458981264477,1.45281476431307
"361",0.992915344544789,1.92897546430836,1.24333171392365
"362",0.462718191363661,3.26589548768525,0.390797118969816
"363",-0.45203057861761,0.905419116036788,1.17021317475685
"364",0.361661050479587,1.25139410335924,0.961918403768187
"365",0.714833400533627,2.83151866288662,1.19135757841512
"366",0.886402684635976,2.0701783971518,2.78695876850684
"367",1.78421852204869,0.683770897356548,0.44833344228171
"368",0.876110107130469,0.548924994718651,2.07975825548545
"369",1.23410619665358,2.44722678760055,1.35477905877705
"370",-0.863974949075521,5.22662985013555,1.77872351425358
"371",3.0423321405654,7.43114132148345,0.867819812097135
"372",0.0269164721241064,2.15488379400338,1.19811538384894
"373",0.433231113140364,1.64597251895939,0.868397382602994
"374",-0.283241487142986,1.08013778307059,1.91157558671145
"375",0.205868036822904,1.43759416453823,2.39593082186002
"376",0.428762262636116,1.35050755833663,2.2891129995641
"377",0.438782241266078,0.978452082189312,2.63364523565008
"378",1.37220089734718,0.663170365715537,1.69121409400318
"379",-0.680323489295569,1.68096183654908,0.629854418348312
"380",0.958992719643124,2.48907812611081,1.4156738487861
"381",0.691001782023078,0.745060866519095,0.509266887059911
"382",1.96034625830088,0.974027410897966,0.818904964019814
"383",0.846601210541281,1.76452064759331,2.10225271861751
"384",1.27409714236278,2.5960544520052,0.685217366407715
"385",0.812048877129873,1.70999200599871,0.363866133931094
"386",0.120947820229486,2.1247759578024,1.55028540531305
"387",0.150351324360391,1.02291748047883,0.63121640114425
"388",-0.46876961350246,1.16429950171467,0.494141917331591
"389",0.2562820202122,1.43740324044911,1.13948507410232
"390",-1.2650614584035,1.74143591181096,1.26330154798764
"391",0.331941098949416,0.893094993585047,1.5343107737557
"392",0.106705269578905,1.0532954544522,1.35014796676959
"393",0.243381266417768,2.67239907148194,1.64010611576146
"394",0.0935560445335724,1.90452975005734,2.19856485569871
"395",0.853572788258624,8.60516503417342,1.65023394499161
"396",-0.105021868214971,1.65005326922468,0.344964162509878
"397",2.79006599296203,1.37808452099677,0.849458062599415
"398",0.982371979036894,3.66953517484641,0.833941187115513
"399",1.02554887684729,1.79259126541332,0.423371660768972
"400",0.943891844102127,1.96676476017245,1.38913631096642
"401",-1.18400775867848,2.10515213329873,1.55578236756762
"402",-0.34649734766325,1.53346861753008,2.72283985400859
"403",3.53024946826142,2.53806983691425,2.28804898930785
"404",-0.239523054126016,2.37462060869922,1.12205863655134
"405",2.51753806045579,1.02044804668259,0.432645107619008
"406",0.699447306027781,1.66368930834016,1.06045147756636
"407",1.22692076918752,2.3567521514906,1.35916118217465
"408",2.54295210544754,1.55424683135898,0
"409",0.0956345636412213,1.32649749056169,1.46987038243765
"410",-0.0527156362507481,0.773409726578575,1.89687698549617
"411",0.346273643274033,0.601488138559443,1.90916276149497
"412",1.96408647673201,9.12856078685722,1.94492531479249
"413",0.651493785439416,1.10023595229622,1.33338221081332
"414",-0.530765215205672,4.53959185208504,1.80127984137229
"415",0.966805708850747,2.57801878503011,1.58698823946662
"416",0.537647267484756,1.67987415354972,-0.535490398064644
"417",-1.52876226074835,0.898390924787088,1.73897807044924
"418",0.0479106081764735,1.08546577135512,1.84103955427204
"419",1.67227241184974,3.39931026878904,1.51226985643676
"420",1.29338813042318,5.70738176203014,4.7648135437653
"421",0.289292114049764,4.20414371834107,0
"422",1.54506656213994,0.634672316459206,1.07305334737663
"423",0.695854425716098,1.61573649961171,2.28221975714752
"424",4.10886205826744,2.6887704219533,3.23861685221785
"425",0.393712400056581,1.0617372659181,1.97679204112873
"426",0.550233791080087,1.79833499750612,2.0231123604118
"427",-0.036020527181921,1.13093245554403,1.12347701904708
"428",-0.18826061923255,1.27852817492724,0.521146021987566
"429",0.51211129111019,1.53102253039456,1.77059034886969
"430",0.763686002609538,2.61245124299561,1.61191815962527
"431",0.872469081951153,1.37512038412979,1.54662446154287
"432",0.0800952349020699,1.20685106996177,1.66179877668163
"433",0.736655748784953,1.65216030937457,0.574392183232016
"434",0.0682767818376032,1.29366481805905,1.50610373394044
"435",1.24216629744975,2.24036126527595,1.2223233868569
"436",0.392645354193954,1.87724040726419,0.372081047353929
"437",4.4545640164617,6.24063315259968,1.99366290286828
"438",0.929159235571779,1.22853363990062,0.842312147713392
"439",0.367107278035726,1.47228755228088,1.8004952214376
"440",-0.53959587618592,1.87178607432984,0.391321544401433
"441",1.10388105863472,1.34414843041108,2.4360646811571
"442",-0.778865664884694,2.05870919574638,1.33221252683068
"443",1.08925915065624,1.3275369236743,3.61134896757124
"444",-0.377959379956852,1.45406875282257,1.21206863918603
"445",-0.357455979756117,2.15993611545836,1.28243433924369
"446",-0.327417031958108,1.27412920103543,2.24784105673111
"447",-0.730190685713429,1.71782672600972,1.78901510757827
"448",0.594549435495177,1.34657970720355,3.08600415352264
"449",0.322232331559801,1.30526865916351,1.34808664898213
"450",1.09645063775862,3.40888602461887,1.56324822472866
"451",0.785386469335487,5.07685610067847,0
"452",1.40820057823007,0.974708016430669,2.59924245609599
"453",1.57526222106278,4.78199144424962,1.8667891821274
"454",0.332011913201067,1.59556639615078,0.549147078176065
"455",0.678314933171756,1.2696139196933,1.1249999531084
"456",-0.223193362231134,0.26729455047408,0.59173289874153
"457",0.160822975864248,1.31561614353753,1.99412516892504
"458",1.23290974048368,2.89272921495429,2.04154796235984
"459",1.54720332587901,4.49097413970709,0.7490858720121
"460",0.769952638372203,5.95229976262626,1.88718848959252
"461",1.90953179770775,1.68542076839658,0.0316726064303689
"462",6.69056342672053,1.70957903339914,0.324199412346052
"463",-0.920886216428406,8.36091194875868,1.20690017505247
"464",1.02428064193208,2.71974757706548,1.73312097086666
"465",1.08991174875352,1.1142398720892,0.905874511267942
"466",0.0516113648753244,0.95893689553644,1.56275529231098
"467",0.988109647228461,1.81613386896037,0.0767648213746759
"468",0.231160506292084,8.14341955797219,-0.406328498332373
"469",0.731163437242983,2.31085263766824,2.04890791328179
"470",-0.860889238316391,1.5683820682897,0.711588693612105
"471",1.01360942669325,2.48730347207292,1.18898625565709
"472",1.33150791911706,1.95292539498708,2.21832217216349
"473",1.12301555504158,1.02160896464261,1.24381397867718
"474",2.65043384945136,8.56618791842868,1.33704046906961
"475",-0.450866946301941,2.15211519718329,1.31700040451531
"476",0.0817584038115437,1.00827804120862,2.08544540352203
"477",0.147466254545078,1.08310973713727,1.1800633087908
"478",1.79682593689027,2.52830468808302,1.74899805206436
"479",1.74136254950117,1.63083632282893,1.98986778885609
"480",0.137088001361086,3.6309684051093,0.962301251853435
"481",0.414135633541872,1.30380740442045,-0.0270478449247877
"482",1.50649400174983,1.61669402057201,0.297324119002812
"483",0.397520727718939,1.59795807883484,1.355977792529
"484",-0.00475727248710757,1.17227383733371,1.60846707896504
"485",1.57762862608359,4.04226674384553,0.713624346064555
"486",-0.352171061515788,1.8108477607212,1.05060241957929
"487",-0.697785495740826,0.783466951891889,1.38186372125519
"488",1.24459016147258,0.589091340306823,0.565734045466176
"489",0.80572841562939,0.864351951864035,2.31264091236407
"490",0.295976380729021,1.89562802987521,1.52236006706514
"491",-0.306279259824963,1.56723646844533,2.26686586861631
"492",-0.337458733534052,1.57526099840929,1.34248478858973
"493",1.07548171015669,3.66489639842296,1.66448197295198
"494",-0.567937416097806,1.41258802303607,1.52072876476396
"495",-0.594212981308261,1.09841692035847,2.16345933965974
"496",0.404066621881777,1.16479304249562,1.4565998031272
"497",1.48483138940453,1.22797064366346,0.509657229729912
"498",0.988766974303559,2.3044349449648,0.973467865381126
"499",0.231863766206305,1.67387218010004,2.11262132713597
"500",-0.193206735092636,0.944954747899175,2.3554785751854
"501",-0.91738439062432,0.944250265096249,1.57819364415386
"502",0.469339051210725,1.10820520846752,0.921256555276199
"503",1.85048273229223,1.80654739025033,1.63423665464076
"504",-1.56524796032952,4.39793199842989,2.43897554014616
"505",-0.0155413280298229,1.05320532996372,1.16707295593815
"506",-0.826588758667785,1.51411659059225,1.38828420195335
"507",0.272232925511178,1.6882914066303,1.42585760012945
"508",-0.314158947694692,5.91681423428672,3.66266285951603
"509",1.03753129860463,1.65975825199021,2.38592342249165
"510",1.11186544712623,2.79695916560482,2.16090336030415
"511",1.87094086237833,6.00704135435843,-0.169206517942006
"512",0.296151139545506,1.29420954328016,1.05783647770705
"513",0.332514503380045,2.80659940291038,1.18935392555965
