"","Lifetime_dim0","Lifetime_dim1","Lifetime_dim2"
"1",284.500297568738,18.8598369956017,1.38999390602103
"2",235.452915482223,7.14951294660571,0.900084555149078
"3",206.540109395981,10.1242027580738,1.81197798252103
"4",231.467649281025,5.6832173317671,0.49605321884156
"5",604.760502099991,33.9234346151352,5.32743597030645
"6",139.766579121351,11.2499700263143,1.00406387448311
"7",115.830273032188,1.82859557867049,0.238196492195112
"8",217.45650036633,12.4265127032995,1.5816460251808
"9",457.714059114456,36.4237668514251,3.42037367820737
"10",214.817637264729,12.2607918381691,1.54148697853088
"11",280.415743306279,28.6490168571472,1.40380793809889
"12",116.454644426703,1.24944282323122,0.00530517101287886
"13",215.08954610303,13.1164347529412,1.45932197570799
"14",418.327242285013,23.9719477891923,4.13610714674002
"15",523.971971154213,33.999818086624,3.75628030300146
"16",400.452040165663,16.8541738986969,1.63636016845706
"17",255.439591884613,31.4074977636337,2.52354747056955
"18",119.855855569243,7.38907466828823,0.240799069404606
"19",230.146298594773,3.42156131565572,0.33551967144013
"20",270.946738868952,29.0729104578495,2.14614874124527
"21",154.458076864481,2.45003774762152,0.0704825520515442
"22",285.580703034997,9.57740163803101,0.225489497184739
"23",324.548605114222,29.6201442480087,2.59135669469825
"24",393.969478100538,22.3680885732175,2.88037204742434
"25",441.4864064008,29.1889731287957,1.30283933877949
"26",154.598127886653,3.14914132654668,0.019783481955526
"27",228.082661181688,17.7449819743633,1.71888390183456
"28",441.767345041037,36.7722515761852,2.83420813083649
"29",151.937920331955,5.03352466225626,0.428026676177986
"30",423.234653830528,16.1109532862902,1.77567720413199
"31",338.167292505503,28.1894288063049,5.13775557279584
"32",608.3504049927,18.3535479903221,0.991732120513859
"33",415.487376883626,19.8130120933056,1.32826405763625
"34",536.290173083544,44.741790354252,2.92262995243073
"35",360.965200692415,40.1623893380165,2.91375553607952
"36",284.165486752987,10.3114511519671,0.684917211532607
"37",264.637816667557,13.9503290951252,3.16814720630646
"38",241.848032057285,14.1827459633351,0.232041507959384
"39",364.693571433425,30.4724082946776,1.81166249513623
"40",184.505231320858,7.42603451013566,0.314031243324301
"41",730.313275903463,55.5126097202301,2.45206713676453
"42",562.522149294615,52.5670363306999,1.12330722808838
"43",180.379977963865,9.28131614625453,0.116664558649038
"44",270.748239375651,3.82460045814514,0.0565237998962509
"45",370.81741464138,48.2870573997498,6.78185820579529
