"","skew.birth.dim0","skew.birth.dim1","skew.birth.dim2"
"1",0,-0.218318971950423,1.68877555373276
"2",0,-0.92700225984243,-1.87818581121156
"3",0,1.15248734840474,1.76578780919457
"4",0,-0.198414027901956,-0.990195391072565
"5",0,0.725641459169797,1.4057796768469
"6",0,-0.689473528272123,-1.0264123394221
"7",0,0.172488973997314,-0.625104915738044
"8",0,-1.48688007924665,-0.69132148440362
"9",0,1.75201693165278,3.43840932159797
"10",0,2.04649363091396,1.95159451646238
"11",0,3.16228320096414,6.43860825750626
"12",0,0.0433232514640984,1.15060270632492
"13",0,-0.835876201328353,-0.203840827294013
"14",0,-0.637074669915625,0.0218867517850276
"15",0,0.747037525831353,1.2772233299856
"16",0,-0.36585015518522,0.378027437264558
"17",0,1.74135099890025,-0.240062930622281
"18",0,0.911023343695528,0.0311443050077994
"19",0,1.48582897350391,1.64062965050669
"20",0,1.59841233988905,2.82605983328031
"21",0,0.411500671319812,-2.56027019101558
"22",0,1.09618625344032,0.956869492555441
"23",0,0.247702371425071,0.418867476221379
"24",0,-0.259269711746374,0.069735821335687
"25",0,2.97045434582528,2.77302428593727
"26",0,0.756518961357395,-0.408253957494649
"27",0,1.1219277234644,-0.794024621177882
"28",0,-0.279629892592573,1.09191416587959
"29",0,0.226358877332281,-4.59261320580868
"30",0,1.93528117898128,2.08656447965135
"31",0,4.58941405227922,0.0607978654464081
"32",0,1.77698483259176,1.86620284870798
"33",0,3.59041801237043,4.16719776150529
"34",0,1.59749703108085,2.75021954423499
"35",0,0.581145130250187,-0.721215826505737
"36",0,1.76038430366238,2.29398000592557
"37",0,6.80950490616199,-0.650977728152048
"38",0,0.199779620828352,0.0910129244512565
"39",0,1.09395225490943,0.3717345953605
"40",0,0.0830037079438259,0.796583249233956
"41",0,4.4490535299677,1.96653475462584
"42",0,0.309902944439578,2.67391736815227
"43",0,0.439438313857695,-0.378738682145857
"44",0,1.70417780576737,-0.272628366853489
"45",0,-0.432478730867861,-0.1740184899934
"46",0,1.87665301503274,1.45876668344077
"47",0,-0.574683666260969,3.21929259825582
"48",0,0.827836765311821,1.07053211092344
"49",0,-0.0519666605407059,1.1248851124655
"50",0,0.60599841567986,1.91005637991133
"51",0,-0.704553632006411,-0.22380428651755
"52",0,-0.910536721728235,-1.25382747262312
"53",0,0.187160521032206,-0.0958330907686614
"54",0,1.52038860460658,-0.63853784921669
"55",0,2.16194876669822,2.69560276548713
"56",0,0.227325937279798,0.379082428892934
"57",0,2.02677051890705,1.88998805096752
"58",0,3.50131826158062,1.08691113328609
"59",0,-0.475115529664153,-1.92060263980095
"60",0,-0.0544966423423766,-0.0146429859174268
"61",0,0.730630395375598,0.991497003518202
"62",0,0.71407419173133,-0.206053044224921
"63",0,-1.25024683214161,1.12191374155267
"64",0,2.23965974226675,-0.969038293015312
"65",0,-1.37597993111256,-0.342839934805026
"66",0,-0.585101327809487,-0.27161591719186
"67",0,2.59689967174803,1.83161431343576
"68",0,0.184000018449882,1.20118757918501
"69",0,0.213584683428003,-1.60471346782981
"70",0,30,100
"71",0,-0.49869829953479,-0.455455770824607
"72",0,0.119191289993601,-0.196127568814058
"73",0,3.68965944539011,2.4661555573694
"74",0,1.36311162524266,2.83687704558889
"75",0,2.80064305379308,1.41239009229192
"76",0,1.54324950456014,1.31154944731216
"77",0,0.190739394267202,-1.1186360223681
"78",0,-0.531630851643884,-0.95478656995989
"79",0,0.102135827500674,-0.664418808255992
"80",0,0.894955364286205,0.965394366637989
"81",0,0.291332462767942,0.0396167758509592
"82",0,0.285634015550266,0.0722197352822071
"83",0,1.12819389170771,-0.0891277896413079
"84",0,-0.0597213913524678,-0.529252104830339
"85",0,1.68053555106924,6.90462612514678
"86",0,0.784251631273378,-2.24312396272639
"87",0,0.135323286643382,-1.51945548025866
"88",0,-0.332425967664155,-0.07977647551084
"89",0,0.710039138227667,-2.34413004743843
"90",0,0.485234660953579,1.36407977263688
"91",0,-0.61978850754732,-2.85431811402389
"92",0,1.01555969434551,2.15881225992017
"93",0,-1.43806693275236,-1.42621634458618
"94",0,1.34768226653696,1.84077346125919
"95",0,0.111046065884926,-1.29949195981877
"96",0,2.74706412935623,0.593372549918025
"97",0,-0.242859666205751,-1.01321607763221
"98",0,-0.21462286045993,-2.43989250825396
"99",0,1.56676902955136,1.65494281458164
"100",0,2.74400330619337,5.43777739220865
"101",0,-0.595714827760181,-1.17223601837849
"102",0,-0.508861126165729,-1.88171367375803
"103",0,1.91925205519367,3.89871996217769
"104",0,1.4218578984192,-0.981924849087031
"105",0,-0.456918933830024,0.347759290099257
"106",0,2.29396439819408,1.71779491190189
"107",0,1.13274111312332,0.290572765240793
"108",0,0.793731507332973,1.91173569120147
"109",0,-0.881287104203911,-0.942842469450356
"110",0,-0.540185917880183,-0.608137204601344
"111",0,3.46734124175802,0.550024155637656
"112",0,0.560704044502024,0.544207214250948
"113",0,-0.6755896103341,0.713911992375877
"114",0,-0.205401713215098,-3.47200096808683
"115",0,0.0851731094607,0.663187804446838
"116",0,0.51682003637168,0.465887968146094
"117",0,0.34182706575166,2.42748302286028
"118",0,0.443728860460744,-3.53307742331965
"119",0,0.94780413999693,-0.91766144615421
"120",0,0.165802219633548,1.18689664838766
"121",0,-0.262721431165637,-0.177217668819179
"122",0,-0.607020418101479,1.19623672917712
"123",0,0.541437547571633,-1.43506120614592
"124",0,-0.79092517923728,0.142989139909667
"125",0,1.92190688400669,1.66970578883063
"126",0,0.878103390301883,0.545477585011678
"127",0,0.689758421867957,2.0631285984732
"128",0,-1.53005522788574,-1.56769069384328
"129",0,3.83030091929611,6.40723008206874
"130",0,0.355924586103585,-4.56850734219699
"131",0,1.10817094212025,-0.88429236844895
"132",0,-0.749031843558044,-1.02644655242934
"133",0,0.656896329043526,5.34673949899129
"134",0,2.98571908110562,3.55580839180524
"135",0,-0.406639812656134,-0.684047577915766
"136",0,0.279751925467057,0.197713709892984
"137",0,3.11331375614777,5.50428861196598
"138",0,1.14158832864244,0.203460249164638
"139",0,1.60812753130734,-2.29956334381629
"140",0,1.23924949464113,-0.229728800390264
"141",0,-0.530669219485569,0.194563203165143
"142",0,-0.149405222727715,0.199575152875633
"143",0,0.219008427297477,-3.59057859447727
"144",0,0.266378021436827,-0.758519323789419
"145",0,0.312623987265706,-0.227658562921308
"146",0,1.23476703809513,-0.371789791152285
"147",0,4.90710996520767,6.63217162461758
"148",0,1.32790992092813,2.91220327667978
"149",0,0.0873950436198822,0.430957008654445
"150",0,0.964390001689893,-0.633253709066274
"151",0,0.0385100176844925,-3.61303911836687
"152",0,0.821796777798541,2.64837459985557
"153",0,0.535422083042975,2.67045020047583
"154",0,-0.0243292513734283,-3.26656263593493
"155",0,1.17685410040954,0.507814726343288
"156",0,1.58110970068079,3.59347830724234
"157",0,1.37033562422265,3.64692518194883
"158",0,3.34765217984885,3.47351082653266
"159",0,1.42160547954122,0.910637778291845
"160",0,0.21420052636295,-0.000108904951040335
