"","V1","V2"
"1",0.841302594050585,0.925268737205019
"2",0.727320184210711,0.988065598828196
"3",0.765466296018957,0.964162879032557
"4",0.762154671682644,0.967864017785919
"5",0.735347966616702,0.978840605789865
"6",0.730362905178295,0.98659348490954
"7",0.78024078497267,0.958534827382617
"8",0.756230986676605,0.962183251760481
"9",0.729527950187507,0.98700493627074
"10",1.06477922247009,0.834592614031614
"11",0.756182376617672,0.971516493421067
"12",0.752045779828667,0.970811591201725
"13",0.841053239218015,0.920940162200787
"14",0.821609980743337,0.935554750704146
"15",0.750876765831982,0.974488539477067
"16",0.729702994098739,0.986921415107664
"17",0.748764604955314,0.975528618926802
"18",1.06169610263928,0.810095475881379
"19",0.777445782867519,0.957466095666622
"20",0.753794621974999,0.972679193953168
"21",0.771532013552583,0.962609294703073
"22",0.752623518890247,0.969708444924909
"23",1.17468581847433,0.791484564027499
"24",0.868783103742268,0.904887197984786
"25",2.0907618253969,0.490047414954447
"26",1.4430169386093,0.667848470374149
"27",0.747302227599059,0.973171781396679
"28",1.75124504538818,0.606962506831333
"29",2.17766054646285,0.55977343626885
"30",0.859398680487624,0.919162897383434
"31",0.733915738200549,0.982750655775327
"32",1.23909977685007,0.771626620890486
"33",0.730730072945632,0.98409304224012
"34",0.728882164527906,0.984846640324729
"35",1.36366121668177,0.718531286240052
"36",0.829542232575828,0.931655788541427
"37",0.731644951591076,0.985947401657465
"38",3.02931166968286,0.406333787415708
"39",0.806212843049851,0.944353171332707
"40",0.772161645232977,0.961304921443852
"41",0.730754771793296,0.986458934469807
"42",4.75300395647686,0.481044568572404
"43",1.36128337620141,0.723530829251458
"44",2.38164193478999,0.538595559948827
"45",0.885448389730819,0.908222684092543
"46",0.726818571087269,0.98823362783215
"47",0.79558169835842,0.94981324311614
"48",0.735384172279197,0.983019189319706
"49",0.733814168739435,0.984186368729334
"50",1.00581915992656,0.85657362288708
"51",0.720498184213794,0.991074808555825
"52",0.900415131444093,0.901835557052952
"53",1.02650023129057,0.830787530712179
"54",3.63285699721841,0.495434347376245
"55",0.749509136390884,0.974229282538521
"56",0.730302644935903,0.985594501446259
"57",0.785851857892372,0.953372649040907
"58",0.726184257571833,0.986370658630715
"59",0.740198042392612,0.98021514409548
"60",3.07130493213449,0.493054898211503
"61",0.759769128943336,0.969627137435714
"62",0.744341625836505,0.977262326485753
"63",0.997988812219896,0.851182838460294
"64",0.841193123602257,0.924059746737778
"65",0.736950197855788,0.982479250715045
"66",0.82070623732009,0.934972182265609
"67",0.799669679523422,0.946736323390383
"68",0.736424583612593,0.982437032168087
"69",0.727982645598898,0.987140926861906
"70",0.736412924880527,0.97940920057503
"71",3.04816503045578,0.587298898507309
"72",0.721331684796912,0.990446407771816
"73",0.754104976566688,0.9710930679881
"74",0.759555302949453,0.969322658243604
"75",0.789927443511238,0.952506967084306
"76",3.41679411775538,0.508999162406762
"77",0.77513773799483,0.957446397226343
"78",0.769932258700881,0.960847448750723
"79",0.911153368605247,0.886449305820018
"80",0.743921158450741,0.975261813664935
"81",0.822398085054827,0.933106824128403
"82",0.745961403540506,0.975999032945311
"83",0.778183576939806,0.959970791070424
"84",0.822548949335963,0.937098899584111
"85",0.824805054270082,0.935479558724309
"86",0.723399819203485,0.98886256718359
"87",1.0538324083505,0.834524108926038
"88",0.880289697827904,0.909242815134739
"89",0.72658356949658,0.988103870844406
"90",2.13383884575632,0.563008791972464
"91",0.743582060157268,0.978660831314724
"92",0.726742719427962,0.987315530857703
"93",0.943241031391266,0.883930203753411
"94",0.746933736055257,0.976437327449488
"95",1.44489405188992,0.697362815256251
"96",3.11983999037743,0.538286045200332
"97",0.756874349945344,0.970801894291744
"98",0.783396258577349,0.955815107718724
"99",0.749395389614465,0.974209457970049
"100",0.731450327992343,0.985881600721987
"101",0.731649479277787,0.985374945427849
"102",0.920825469553078,0.892412329204894
"103",2.45713740961419,0.441023214543918
"104",1.79507518762173,0.605894944915357
"105",0.77557400610759,0.959432773464647
"106",0.807397640023756,0.945319436197531
"107",0.754483254920145,0.969869120991553
"108",0.749714867308214,0.975043767528301
"109",0.754033888730926,0.966637619274671
"110",0.788159481610718,0.952089257426463
"111",0.793292304674319,0.949994686832016
"112",0.724993305795916,0.987929752576015
"113",0.962773242178661,0.865256665782578
"114",0.732169463083492,0.98565709191066
"115",2.18203004378838,0.556330791168755
