"","kurt.death.dim0","kurt.death.dim0.1","kurt.death.dim1"
"1",1.65999331094583,2.46951512422885,5.11497175794164
"2",4.51433899116207,3.85609741127606,4.86313876773088
"3",4.25790137899034,3.86557856489757,4.20478700559622
"4",2.89237118897874,1.60903734219908,4.81427955186891
"5",2.78659336085909,3.32562675357258,6.48968570884039
"6",1.8430077522701,3.85547517719859,10.064146541558
"7",5.76364498224592,1.25739913246701,1.75000827064762
"8",2.77137930847397,4.38150104269428,7.39748727888474
"9",2.22876444548766,6.57473352448686,22.6467873022064
"10",6.30290865472778,11.1866509571342,10.7257733969672
"11",2.90268892234651,12.4842305540864,50.94313377894
"12",9.24414349494773,1.25701948017387,2.32922663069034
"13",5.83806876882894,2.67156594354683,2.71769727371731
"14",1.95121746818447,3.39954678962048,8.69810042018912
"15",3.38547135380267,3.7286751056646,4.56722418599448
"16",5.36239281945655,1.82287493765615,1.93794997297117
"17",2.91484840183561,6.01758534332475,2.08072976952936
"18",4.09345146605947,3.12036912638049,2.807270478626
"19",4.990046544982,4.44994855592906,3.87547093032172
"20",2.47375587245748,9.78418299016913,18.2626350058745
"21",10.4413970196668,1.80751581844616,9.08774694160034
"22",8.23202491740124,3.09975616967524,3.19222169873668
"23",3.01719616011492,2.28477166973225,2.33760332391443
"24",2.44964830954795,3.36736214734594,3.6144325286181
"25",2.68741565574369,13.5485035954174,10.1841867132808
"26",2.56898040478387,1.97679478737677,1.16705846358736
"27",2.5062032997694,3.38799804516353,2.38780040287805
"28",2.35140315174814,4.63732174881171,2.92673948689944
"29",2.8889965826859,1.3639099862045,34.3683480297563
"30",2.7762899258005,6.19177489977019,6.82874705535281
"31",3.26475963493449,27.0116810608095,2.54847991250095
"32",3.83131046806969,5.79917783694551,8.12699825904091
"33",3.83263538303195,18.3008101271367,19.9795641356407
"34",4.2347797746839,4.5672661259377,8.70454185507996
"35",3.03315481501354,2.43368607667551,4.96358390040936
"36",5.60240062442547,4.28369759978219,6.34748233443592
"37",7.81518174396425,44.032462793485,2.92335044830952
"38",3.54582095706432,1.71144424431433,1.78079621234149
"39",5.57913035931541,6.80763990200697,3.74088450828459
"40",3.07171160703406,2.68164692409179,2.58106951215341
"41",6.07812004446938,23.0082589379426,5.40826332221456
"42",2.81262528863186,1.89760790859658,14.8626605293266
"43",3.08546688231279,2.14493049781822,1.96098467966836
"44",2.28770821205246,13.3071893842209,1.09665115109032
"45",3.94869379887648,4.64050676797369,2.646377718151
"46",2.42447980152817,5.7010496859504,4.92822033418788
"47",7.49314312343336,1.54395176205991,18.3771349525375
"48",3.16568286358705,2.0211934808842,2.43185690907031
"49",2.97309511152615,5.20193289202722,5.30905350500036
"50",2.72270170439018,1.85608103475876,5.12747085306334
"51",1.99066670664721,2.50885801205859,2.28220533082284
"52",2.71348875361584,4.19976584757622,5.7447642580842
"53",2.39027352807282,4.65110769179912,2.49638505797579
"54",3.84147761228328,4.27773370064317,1.47225205819533
"55",4.44863508405316,7.30512231305529,9.33517227065852
"56",4.00500317201244,3.8339447105267,2.10101442577035
"57",2.03026008416482,6.41328977528195,7.72437111809887
"58",6.56588178053576,13.9957121428698,3.65140968572299
"59",2.59131029589211,1.79899916961948,6.13618823642626
"60",4.22833103348181,2.55072768182622,2.70173196696615
"61",6.37926824342889,1.7661266217618,2.72703115094123
"62",2.50440435992557,1.80052001178924,1.16990274703199
"63",2.4192135319762,4.36154909934394,3.45012972018332
"64",3.26318891685641,9.76682104104144,6.48770902159915
"65",4.79165207384856,10.7146278219032,2.45384438377323
"66",2.89961175181478,2.85542319942628,1.7111486044358
"67",2.0478756660089,10.8564676061734,9.59398464459593
"68",2.79919673581467,2.75710282265323,3.72895270235634
"69",3.6634157207056,1.50302724420721,4.84573935152942
"70",18.4047609655798,1.08075036148259,1000
"71",4.58505047043052,1.92580232595519,1.69553615756101
"72",4.19998479386483,1.94969438953817,1.90027847236068
"73",5.23628340008451,15.1556803925105,9.21618801432459
"74",1.88187964783941,3.42052130047071,14.4995270901714
"75",2.99266671476316,8.83077023281111,3.50654606773388
"76",3.49921070205804,6.62798739791368,4.39611668916894
"77",2.58428857121964,2.27322936691563,3.50766893901211
"78",2.78939024893428,2.1891192020475,7.90773364604961
"79",4.65468189515685,2.64595913177746,3.96393260937508
"80",4.41679519555125,3.40655617826569,2.0875966666627
"81",2.39886323286381,2.11771474266744,1.78205202973956
"82",2.9130271077999,2.1145132029679,1.79690491035406
"83",3.16775253011746,2.7336960933783,1.88272522983531
"84",2.71303404030577,2.34363066234931,2.63506074329756
"85",6.6553409350151,4.18459650508082,64.7600851011289
"86",6.11895767263818,2.28577991342544,6.84811016588184
"87",3.00536242614556,3.01567100096418,8.11609118995833
