"","skew.death.dim0","skew.death.dim1","skew.death.dim2"
"1",0.288614610537681,0.113497064800418,1.6812269318659
"2",1.16890573237007,-1.07194957783406,-1.54557375647718
"3",1.41609860379611,1.25170964504225,1.7619611631269
"4",0.54432157702059,-0.361317103509674,-0.929748199813231
"5",0.344826362994606,0.571792239686014,1.28958328082062
"6",0.188463068919261,-0.894733070131845,-1.00703100721455
"7",1.87373468752585,0.155396316788871,-0.586743950217945
"8",0.932276736354639,-1.21245510942815,-0.624120513415843
"9",0.180471219988398,1.83061707139017,3.26350301372548
"10",-0.330039278506647,1.61607133980014,1.87450448125296
"11",-0.289971953176112,3.06144155697064,6.07060618234536
"12",1.4258554020607,-0.00679558099643468,1.14955156907755
"13",1.77668174327607,-0.921864115392398,-0.853091506272429
"14",0.00835514771826539,-0.897534421286604,-0.0745850864491091
"15",0.69044407129043,0.8166988891407,1.24559594966284
"16",1.4708604004637,-0.485658664693051,0.461393019491235
"17",-0.0112728144080912,1.45403811312053,-0.282957074136723
"18",0.780242614039021,0.684279381192753,0.0474190006317887
"19",1.6924043789728,1.17564147913298,1.61155081969736
"20",0.283514252316901,1.46916966373833,2.72413491520033
"21",2.55112974779942,0.349424974688014,-2.64419013360455
"22",2.56873977035894,1.08426415029867,0.964790745852998
"23",0.688620177132973,0.529900037444749,0.45819713452134
"24",-0.397729057967178,-0.49638092133535,-0.0484185055041222
"25",-0.684967202279719,2.4834272488074,2.76695533251916
"26",0.652277195408113,0.665688583927202,-0.407702906737233
"27",-0.0565580637414236,0.906644323675729,-0.814648431023533
"28",-0.408681876126031,-0.677311075598319,0.958895004911058
"29",0.597552023367437,0.055764457410988,-4.63801885762339
"30",-0.24162426753082,1.90745598975598,2.09608335736364
"31",0.340036605115884,4.54844064818397,-0.0876991464578029
"32",-0.828291351467674,1.69951146613295,1.84408964213362
"33",0.552917892530763,3.76697314946305,4.20328222113111
"34",1.23457276813521,1.62365107020571,2.75248050009156
"35",-0.0270758487866709,0.503780750752867,-0.670408677835348
"36",1.87658521129234,1.70542980262006,2.29367189408562
"37",2.48849690433257,6.5045957508779,-0.629989356118924
"38",1.03587530872072,0.38677637806653,0.0954361698640039
"39",-1.47709668726127,1.10651687995728,0.333598929020224
"40",1.00661652735119,-0.0657755063575528,0.800038976190755
"41",1.79816577134828,4.36429169159822,1.94834809508818
"42",0.754118735740674,-0.0962226906501314,2.736017271627
"43",0.83562364071215,0.48578745019053,-0.358202718294027
"44",0.725131626666764,3.01160400903014,-0.272248131239916
"45",-1.3512072341777,-0.931295207877962,-0.141646663720476
"46",0.769731643579774,1.77629967014014,1.49405952415929
"47",1.89009198416793,-0.633141692987207,2.82867878822779
"48",-0.0517853246927632,0.712513227034739,1.08098294455053
"49",-0.00361237167415694,-0.387423294532867,1.26034473150793
"50",0.635194958432029,0.573658579679766,1.91391375132195
"51",0.278534232725253,-0.829555952880508,-0.266440028451257
"52",0.790588944270065,-1.01412054429184,-1.37620767760534
"53",-0.549454277542138,-0.368695295426233,-0.0650807097787102
"54",1.33025671557795,1.45705001097409,-0.633245499303644
"55",1.66636371896051,2.17561153600906,2.68031052008445
"56",0.953583760189041,0.202859219481432,0.33116403552257
"57",0.426060529924334,1.97556229887193,1.85404069746224
"58",2.05174892824206,3.46351593394946,0.991566113963555
"59",0.966537985791651,-0.566773179433839,-1.88322148066736
"60",0.628279719812823,-0.153586714797941,0.0521376701053973
"61",2.1316823480362,0.242509950771246,0.992297030684382
"62",0.358399247595041,0.588218671455867,-0.208601681664719
"63",-0.101445398840135,-1.49749888231355,1.0576198609127
"64",0.627914036680674,2.23109179615859,-0.927024535752876
"65",1.43960767935284,-1.99715043098509,-0.167195086036938
"66",0.91964744679006,-0.786848471928763,-0.369511377476158
"67",-0.0062709466182633,2.52753128266313,1.83840541394775
"68",0.723872907325262,0.361936492056529,1.21065152046663
"69",1.17895222222488,0.243919369215744,-1.56614454847019
"70",2.42838432553228,60,200
"71",1.36507393874883,-0.686575043561128,-0.500486041459542
"72",0.991379344583507,0.09156436809787,-0.174098941495814
"73",1.76859474746229,3.63672534764683,2.414868778869
"74",0.194243337714487,1.27041426534866,2.75059126538079
"75",0.66470895377724,2.44408105137333,1.41791273807921
"76",0.48546064471537,1.84545500896075,1.36220261174419
"77",0.647430087238689,-0.0393532589322855,-1.33328527061593
"78",0.661727115012823,-0.638383407254045,-1.22298318648008
"79",0.375261889495177,-0.0870396401977304,-0.776827825971397
"80",1.41850976900682,0.87568679981624,0.956676284084804
"81",-0.562948829837281,0.166860708208449,0.040868133045511
