,0
280,324.52
281,228.9459459
282,208.4878049
283,292.1071429
284,263.8333333
285,219.1518987
286,276.3
287,260.6363636
288,318.96
289,251
290,272.6333333
291,352.0869565
292,218.2
293,142.4262295
294,311.9259259
295,228.7567568
296,248.9090909
297,282.1
298,338.64
299,277.7666667
300,336.0961538
301,153.7636364
302,278.1
303,315.32
304,299.7719298
305,237.7428571
306,338.75
307,257.3846154
308,139.8709677
309,214.925
310,278.3333333
311,287.2
312,215.5897436
313,274.968254
314,179.0833333
315,249.4705882
316,241.8
317,297.75
318,219.2820513
319,229.6666667
320,242.7142857
321,158.2777778
322,239.3055556
323,192.1923077
324,378.6666667
325,214.7037037
326,240.4857143
327,478.875
328,294.4642857
329,365.6363636
330,319.4230769
331,255.9032258
332,203.3333333
333,251.5
334,287.6206897
335,284.3666667
336,262.40625
337,294.7068966
338,236.1111111
339,228.027027
340,352.6666667
341,229.3793103
342,313.5769231
343,215.2820513
344,417.0666667
345,339.0833333
346,263.875
347,302.8571429
348,161.9423077
349,252.6666667
350,207.1707317
351,254.8787879
352,269.3225806
353,195.8651685
354,284.7241379
355,241.125
356,255.5454545
357,199.1428571
358,238.9452055
359,258.0909091
360,199.1162791
361,278.1
362,250.3636364
363,311.4074074
364,201.6428571
365,261.4242424
366,198.5581395
367,220.2820513
368,251.9
369,306.7407407
370,209.65
371,221.1538462
372,194.52
373,353.8125
374,220.974359
375,190.4444444
376,250.9411765
377,210.4444444
378,230.1891892
379,275.952381
380,252.6666667
381,319.6538462
382,324.6792453
383,214.4482759
384,232.1944444
385,183.2765957
386,302.2142857
387,275.1666667
388,284.9137931
389,170.2708333
390,294
391,187.4565217
392,331.04
393,258.4545455
394,381
395,160.4545455
396,323.04
397,252.0909091
398,240.7142857
399,164.9423077
400,293
401,238.6111111
402,204.0697674
403,219.2564103
404,220.2105263
405,193.3636364
406,216.8641975
407,233.3333333
408,267.3548387
409,249.3235294
410,241.5217391
411,214.1111111
412,131.4262295
413,403.7222222
414,240.5
415,344.6666667
416,330.92
417,286.7241379
418,254.7272727
419,259.4179104
420,128.5
421,272.7419355
422,203.5714286
423,211.0487805
424,218.0769231
425,234.8235294
426,298.75
427,118.9178082
428,307.9230769
429,198.5151515
430,282.4333333
431,264.6451613
432,156.1481481
433,316.6153846
434,326.36
435,241.8571429
436,314.6538462
437,234.8333333
438,232.4117647
439,242.2253521
440,265.65625
441,253.3076923
442,305.4074074
443,217.9487179
444,308
445,115.56
446,192.2727273
447,312.8076923
448,248.5588235
449,182.4772727
450,240.0833333
451,322.5384615
452,240.4571429
453,218.7
454,272.265625
455,254.4637681
456,152.9818182
457,245.6
458,227.3055556
459,244.4705882
460,199.4883721
461,327.0754717
462,184.1489362
463,271.265625
464,209.1875
465,125.115942
466,163.6730769
467,241.7
468,315.8076923
469,241.2
470,274.4444444
471,300.3076923
472,98.25
473,260.59375
474,221.9545455
475,251.5454545
476,233.9166667
477,334.9423077
478,296.1785714
479,218.025641
480,196.9534884
481,291.5862069
482,361.1363636
483,249
484,316.8703704
485,288.8275862
486,231.1764706
487,264.2424242
488,215.8
489,201.3333333
490,305.6666667
491,216.175
492,252.9090909
493,222.6883117
494,251.3529412
495,308.9107143
496,228.1081081
497,228.1515152
498,331
499,213.3
500,282.3333333
501,277.9666667
502,292.8571429
503,228.027027
504,289.0588235
505,255.4545455
506,317.4615385
507,220.2894737
508,266.40625
509,228.4054054
510,197.0930233
511,208.9
512,260.25
513,159.5849057
514,191.8378378
515,237.1428571
516,288.6206897
517,238.7671233
518,269.3225806
519,102.5058824
520,150.8596491
521,232.6111111
522,308.9230769
523,233.1428571
524,163.1538462
525,308.125
526,275.25
527,217.3333333
528,327.88
529,229.5277778
530,180.9375
531,286.3448276
532,239.7428571
533,414.4736842
534,217.6875
535,322
536,214.2
537,170.755102
538,258.7575758
539,245.8169014
540,209.475
541,210.1219512
542,235.4166667
543,307.5925926
544,235.125
545,212.4
546,254.969697
547,197.3529412
548,187.2777778
549,92.37634409
550,268.7826087
551,252.4848485
552,240.1836735
553,237.5277778
554,279.2
555,292.6666667
556,137.4920635
557,163.2826087
558,279.6785714
559,297.3928571
560,197.8426966
561,268.6
562,221.8481013
563,338.3333333
564,246.5757576
565,259.96875
566,238.9863014
567,269.0666667
568,256.4848485
569,242.1470588
570,313.5925926
571,225.7564103
572,323.6
573,276.05
574,269.8064516
575,249.3235294
576,215.675
577,256.6363636
578,200.9047619
579,227.9459459
580,324.32
581,172.14
582,243.9428571
583,234.1944444
584,167.0196078
585,141.3142857
586,201.25
587,171.3823529
588,238.6986301
589,191.2307692
590,220.6315789
591,177.36
592,147.5294118
593,231.8214286
594,252.7575758
595,203.952381
596,304.4545455
597,221.2142857
598,316.8076923
599,325.76
600,287.4333333
601,217.125
602,192.2391304
603,358.6956522
604,240.21875
605,300
606,275.0666667
607,284.1724138
608,312.8888889
609,275.2142857
610,276.8125
611,178.1
612,206.7804878
613,124.8085106
614,159.4074074
615,235.9428571
616,285.3448276
617,197.4186047
618,228.1935484
619,230.4
620,245.6923077
621,201.6904762
622,236.3333333
623,288.4482759
624,247.4117647
625,207.7317073
626,250.942029
627,338.0588235
628,275.7096774
629,125.3658537
630,188.2222222
631,276.7666667
632,273.15
633,242.8857143
634,192.967033
635,268.046875
636,292.4482759
637,301.037037
638,398
639,230.7567568
640,222.2948718
641,243.9305556
642,246.6619718
643,138.0629921
644,224.5945946
645,227.6666667
646,184.7777778
647,229.9459459
648,199.9333333
649,246.1428571
650,345.2916667
651,205.5609756
652,271.921875
653,190.8636364
654,260.1875
655,240.3870968
656,270.3225806
657,330.75
658,195.6829268
659,243.9428571
660,185.0416667
661,282.2758621
662,124.9275362
663,269.3870968
664,145.6779661
665,287.1724138
666,241.0571429
667,220.6923077
668,332.9615385
669,242.0588235
670,262.0645161
671,225.3421053
672,182.7234043
673,165.8918919
674,195.2954545
675,350.4285714
676,183.9263158
677,270.3870968
678,252
679,216.8648649
680,288.3448276
681,190.4090909
682,252.4848485
683,247
684,203.1666667
685,281
686,217.9230769
687,205.125
688,245.0882353
689,247.2647059
690,216.9677419
691,227.4324324
692,208.525
693,265.6451613
694,229.6756757
695,298.5357143
696,179.4583333
697,392.952381
698,233.4666667
699,225.4324324
700,210.3846154
701,261.0625
702,206.7317073
703,205.3294118
704,367.3
705,234.3055556
706,202.8372093
707,139.784
708,243.0857143
709,257.8787879
710,269.6615385
711,185.3191489
712,283.2459016
713,211.8064516
714,256.3382353
715,261.65625
716,249.2898551
717,218.6315789
718,301.1111111
719,232.7837838
720,226.48
721,305.6315789
722,206.8292683
723,274.1935484
724,323.1886792
725,133.328125
726,254.71875
727,222.9459459
728,285.4827586
729,214.0512821
730,305.6296296
731,258.5
732,293.4827586
733,238.6571429
734,273
735,202.8571429
736,186.4782609
737,260.125
738,297.9642857
739,160.1886792
740,214.4871795
741,172.6122449
742,126.7794118
743,316.2307692
744,246.5882353
745,241.3235294
746,244.9705882
747,272.5396825
748,272.8
749,267.8387097
750,233.6111111
751,234.8
752,309.0909091
753,271
754,155.9090909
755,226.9189189
756,251.4927536
757,192.4761905
758,288.3103448
759,245.25
760,257.030303
761,185.5
762,233.4571429
763,240
764,262.25
765,196.1162791
766,170.3137255
767,287.2941176
768,293.6551724
769,159.3962264
770,177.5416667
771,327.72
772,153.3392857
773,207.8292683
774,261.25
775,270.46875
776,306.6666667
777,234.2222222
778,208.9512195
779,105.3536585
780,280.5333333
781,253.4615385
782,197.8809524
783,241.3428571
784,217.1794872
785,253.5454545
786,200.6585366
787,277.4827586
788,270.171875
789,308.5178571
790,250.7575758
791,258.6875
792,224.3783784
793,220.5384615
794,322.2692308
795,147.1724138
796,224.2894737
797,258.78125
798,145.6153846
799,218.8375
800,227.3421053
801,238.5
802,350.7083333
803,180.2083333
804,220.8974359
805,216.975
806,293.4137931
807,310.3846154
808,282.9
809,195.0714286
810,210
811,360.9130435
812,233.1388889
813,168.3043478
814,181.6382979
815,215.8974359
816,215.1538462
817,360.2291667
818,300.8571429
819,225.4444444
820,199.2571429
821,228.6666667
822,210.75
823,276.7
824,233.1081081
825,285.3666667
826,224.1315789
827,224.0263158
828,241.9142857
829,212.2
830,214.65
831,262.5151515
832,246.3235294
833,238.0833333
834,318.6923077
835,285.9666667
836,291.8571429
837,146.0677966
838,240.5428571
839,238.2571429
840,209.95
841,240.6857143
842,252.3043478
843,186.9782609
844,269.1818182
845,313.2307692
846,208.5333333
847,212.6
848,271.8387097
849,266.3076923
850,228.1842105
851,211.4390244
852,317.9230769
853,201.5813953
854,225.1052632
855,303.037037
856,270.1612903
857,286.6896552
858,259.4545455
859,279.2
860,135.609375
861,234.4444444
862,226.8571429
863,307.037037
864,251.4117647
865,242.6857143
866,223.5
867,222.3421053
868,355.8333333
869,221.3513514
870,273.5483871
871,244.2058824
872,377.6818182
873,237.4571429
874,244.7619048
875,204.4634146
876,323.6
877,225.2368421
878,243.8857143
879,245.0285714
880,254.2424242
881,296.6785714
882,294.8983051
883,268.4516129
884,224.5
885,150.2280702
886,205.902439
887,351.9375
888,130.9848485
889,351
890,188.0666667
891,244.7058824
892,225.8571429
893,229.7567568
894,172
895,217.5263158
896,260.8611111
897,219.974359
898,244.5
899,336.2884615
900,326.875
901,284.5833333
902,215.0769231
903,355.3043478
904,304.6363636
905,291.9310345
906,139.483871
907,281.3508772
908,203.9761905
909,203.3333333
910,267.03125
911,251.8181818
912,200.5238095
913,273
914,294.3928571
915,190.3111111
916,320.7037037
917,261.90625
918,338.625
919,182.3298969
920,151.754386
921,243.6875
922,238.6164384
923,107.25
924,241.8
925,236.9714286
926,217.3846154
927,227.7027027
928,218.6666667
929,326.0377358
930,292.5862069
931,180.7446809
932,139.2992126
933,264.5483871
934,353.2173913
935,297.8888889
936,261.5151515
937,288.625
938,355.375
939,260.25
940,221.2151899
941,245.1470588
942,243.4705882
943,259.4852941
944,358.5217391
945,228.987013
946,277.3333333
947,207.2195122
948,226.0540541
949,314.3846154
950,201.952381
951,264.34375
952,308.2692308
953,233.2142857
954,231.5454545
955,266
956,178.7708333
957,419.7
958,274.1746032
959,286.4909091
960,239.9428571
961,226.9459459
962,184.9130435
963,231.0555556
964,169.0196078
965,252.8787879
966,271.8064516
967,285.4754098
968,219.7974684
969,304.037037
970,313.8461538
971,300.9642857
972,186.8404255
973,185.0217391
974,244.4857143
975,362.6363636
976,214.5897436
977,208.2439024
978,221.1111111
979,252.4545455
980,204.9285714
981,340.5416667
982,225.0810811
983,181.7234043
984,260.4444444
985,219.3421053
986,250.6666667
987,293.3928571
988,191.4772727
989,170.1666667
990,230.3513514
991,270.0689655
992,222.2307692
993,320.08
994,248.4117647
995,189.4666667
996,287.7241379
997,177
998,300.7857143
999,198.1627907
1000,203.7857143
1001,213.95
1002,209
1003,251.7272727
1004,199.5714286
1005,188.2
1006,128.1538462
1007,256.1818182
1008,296.5
1009,242.0555556
1010,235.5277778
1011,261.6875
1012,221.9473684
1013,159.8301887
1014,203.9761905
1015,257.1515152
1016,242.7818182
1017,274.7777778
1018,251.2753623
1019,219.4473684
1020,273.0333333
1021,186.0217391
1022,337.6666667
1023,282.137931
1024,174.45
1025,308.8076923
1026,190.8913043
1027,324.7307692
1028,262.53125
1029,212.2179487
1030,379.2727273
1031,281.9655172
1032,218.1282051
1033,290.1034483
1034,289.5555556
1035,263.40625
1036,163.2641509
1037,197.8461538
1038,230.2162162
1039,272.1
1040,199.0952381
1041,242.8823529
1042,147.754386
1043,223.3589744
1044,288.0344828
1045,240.1666667
1046,232.3888889
1047,235.4166667
1048,240.9166667
1049,171.3571429
1050,233.1944444
1051,287.3103448
1052,255.53125
1053,216.3589744
1054,268.6451613
1055,265.5555556
1056,186.6
1057,229.4605263
1058,257.4545455
1059,216.4
1060,254.2121212
1061,244.2105263
1062,248.5588235
1063,220.1935484
1064,218.3076923
1065,154.9090909
1066,162.6964286
1067,261.3125
1068,340.94
1069,252.3823529
1070,186.6969697
1071,257.5223881
1072,353.5666667
1073,425.3684211
1074,295.9642857
1075,184.625
1076,206.2
1077,246.2941176
1078,140.752
1079,238.8235294
1080,225.9736842
1081,374.4545455
1082,352
1083,239.0285714
1084,269.625
1085,242.6857143
1086,223.9210526
1087,170.4757282
1088,229.9189189
1089,201.9047619
1090,201.5
1091,329.9565217
1092,126.1428571
1093,164.7647059
1094,216.8974359
1095,274.4444444
1096,245.8529412
1097,274.9032258
1098,311.1153846
1099,302.5714286
1100,165.0934579
1101,239.8888889
1102,200.6904762
1103,210.9
1104,211.05
1105,209.6153846
1106,238.8285714
1107,239.8571429
1108,238.2222222
1109,211.1
1110,247.2857143
1111,253
1112,197
1113,174.8367347
1114,252.7272727
1115,371.2727273
1116,102.2117647
1117,258.40625
1118,222.9210526
1119,267.3225806
1120,284.7586207
1121,268.16
1122,321.4259259
1123,236.1111111
1124,96.52747253
1125,291.75
1126,211.72
1127,221.4102564
1128,312.3703704
1129,227.5945946
1130,335.16
1131,266.8064516
1132,279.8870968
1133,487.5625
1134,373.8095238
1135,213.5
1136,308.3461538
1137,271.0322581
1138,340.625
1139,276.6774194
1140,220.2580645
1141,214.35
1142,285.1333333
1143,303.8518519
1144,209.45
1145,263.65625
1146,266.84375
1147,248.2352941
1148,249
1149,276.7
1150,299.9285714
1151,309.8148148
1152,280.1428571
1153,195.1395349
1154,386.0952381
1155,274.2333333
1156,264.8823529
1157,241.2571429
1158,321.3461538
1159,217.3076923
1160,299.7058824
1161,178.9565217
1162,258.5625
1163,267.7096774
1164,150.8305085
1165,209.575
1166,258.4
1167,287.8275862
1168,220.1842105
1169,197.5833333
1170,303.6363636
1171,150.6315789
1172,181.4
1173,134.8931298
1174,196
1175,378.7142857
1176,208.9512195
1177,205.8214286
1178,220.5789474
1179,216.3076923
1180,208.6097561
1181,235.9722222
1182,199.3571429
1183,299.2962963
1184,220.7894737
1185,276.7142857
1186,229
1187,256.90625
1188,236.9722222
1189,255.6969697
1190,230.972973
1191,296.9642857
1192,118.34
1193,177.3125
1194,246.6197183
1195,247.7941176
1196,193.4090909
1197,224.6216216
1198,148.3983051
1199,181.7319588
1200,182.7021277
1201,235.3611111
1202,294.25
1203,188.4444444
1204,200.0930233
1205,216.4285714
1206,264.3870968
1207,287.2068966
1208,260.4848485
1209,287.8965517
1210,187.9677419
1211,217.2564103
1212,308.4615385
1213,174.5959596
1214,242.3428571
1215,285.1666667
1216,261.7241379
1217,186.3111111
1218,279.6
1219,261.25
1220,260.78125
1221,276.5
1222,218.6153846
1223,284.862069
1224,169.6
1225,281.9333333
1226,173.8367347
1227,255.4545455
1228,229.1904762
1229,311.4615385
1230,191.6136364
1231,235.2
1232,259.1212121
1233,219.8918919
1234,274.5
1235,238.5714286
1236,270.46875
1237,250.9818182
1238,314.4615385
1239,233.5555556
1240,232
1241,194.6136364
1242,329.4
1243,236.3333333
1244,180.8723404
1245,153.7090909
1246,129.3787879
1247,235.0555556
1248,270.2857143
1249,278.0666667
1250,272.4920635
1251,301.4642857
1252,179.0638298
1253,273.4444444
1254,241.4931507
1255,224.2972973
1256,219.3333333
1257,208.125
1258,180.2631579
1259,1000
1260,207.8292683
1261,217.9012346
1262,242
1263,251.9855072
1264,207.9268293
1265,253.4545455
1266,231.6666667
1267,245.6
1268,150.9242424
1269,229.9459459
1270,202.5
1271,215.475
1272,247.6666667
1273,194.6136364
1274,265.8615385
1275,243.3636364
1276,252.3823529
1277,240.137931
1278,256.0909091
1279,254.8939394
1280,263.1875
1281,174.4081633
1282,245.2352941
1283,228.8918919
1284,201.5238095
1285,210.725
1286,236.5833333
1287,176.877551
1288,291.1034483
1289,255.4848485
1290,156.9272727
1291,264.1851852
1292,318.6
1293,195.1818182
1294,167.7058824
1295,293.25
1296,292.862069
1297,228.8888889
1298,262.5
1299,175.9375
1300,282.3934426
1301,277.2333333
1302,251.884058
1303,224.2368421
1304,203.6627907
1305,201.2093023
1306,234.375
1307,257.2058824
1308,274.5
1309,214.6923077
1310,381
1311,242.5142857
1312,86
1313,207.4878049
1314,276.3174603
1315,227.5405405
1316,267.0333333
1317,276.7333333
1318,194.5617978
1319,279.6666667
1320,274.2666667
1321,220.3947368
1322,204.047619
1323,242.1714286
1324,234.0571429
1325,81.23148148
1326,118.5503356
1327,167.3529412
1328,252.9259259
1329,235.8666667
1330,213.5
1331,268.90625
1332,302.4285714
1333,199.0930233
1334,193.6333333
1335,314.2222222
1336,246.1176471
1337,216.1315789
1338,294.3571429
1339,307.8148148
1340,290.7407407
1341,243.3888889
1342,285.5172414
1343,210.475
1344,235.8611111
1345,247.8823529
1346,212.8170732
1347,211.7692308
1348,257.1818182
1349,304.037037
1350,185.2421053
1351,220.1282051
1352,286.6896552
1353,312.5185185
1354,176.3333333
1355,179.0425532
1356,212.525
1357,167
1358,286.1428571
1359,193.7977528
1360,250.3636364
1361,317.1923077
1362,246.0588235
1363,105.8780488
1364,275
1365,284.3333333
1366,232.9444444
1367,252.8529412
1368,220.1666667
1369,200.047619
1370,202.1904762
1371,133.0227273
1372,263.46875
1373,236.5890411
1374,272.8709677
1375,291.7627119
1376,257.875
1377,269.03125
1378,256.030303
1379,215.325
1380,293.9285714
1381,329
1382,190.2888889
1383,252.3333333
1384,219.2375
1385,306.8148148
1386,150.4035088
1387,205.097561
1388,311.7777778
1389,272.4074074
1390,216.7692308
1391,263.40625
1392,252.8823529
1393,223.2368421
1394,295.4482759
1395,175.6458333
1396,259.3125
1397,216.3076923
1398,271.8387097
1399,210.425
1400,247.1212121
1401,238
1402,252.2941176
1403,195.3488372
1404,282.3103448
1405,107.3647059
1406,278.2222222
1407,139.0819672
1408,134.6666667
1409,256.7272727
1410,170.3333333
1411,326.9230769
1412,314.4444444
1413,323.8
1414,305.3454545
1415,339.2083333
1416,336.2916667
1417,196.4545455
1418,204.5714286
1419,332.8431373
1420,147.4827586
1421,265.1935484
1422,325.9245283
1423,249.5294118
1424,263.2
1425,284.6
1426,330.6
1427,301.0714286
1428,231.1388889
1429,168.8
1430,307.84375
1431,226.5675676
1432,284.0666667
1433,198.5952381
1434,292.2857143
1435,247.4411765
1436,181.1489362
1437,220
1438,482.5625
1439,275.2580645
1440,274.4666667
1441,241
1442,235.3888889
1443,257.53125
1444,238.7857143
1445,1000
1446,261.9130435
1447,299.9310345
1448,185.04
1449,127.8088235
1450,279.4666667
1451,260.1212121
1452,90.12371134
1453,284.05
1454,130.4848485
1455,329.16
1456,289.137931
1457,272.265625
1458,379.5111111
1459,219.6835443
1460,189.372093
1461,265.3548387
1462,224.1578947
1463,250.3235294
1464,219.6842105
1465,244.5882353
1466,103.497076
1467,164.9245283
1468,185
1469,131.141791
1470,242.7714286
1471,148.7758621
1472,284.5172414
1473,287.5172414
1474,243
1475,223.4864865
1476,178.2857143
1477,228.0540541
1478,231.4444444
1479,294.6428571
1480,271.6388889
1481,295
1482,206.5365854
1483,273.8095238
1484,264.5333333
1485,213.952381
1486,259.15625
1487,292.2542373
1488,287.7241379
1489,248.3235294
1490,239.1142857
1491,297.3928571
1492,305.1851852
1493,226.7878788
1494,172.44
1495,242.4
1496,213.7948718
1497,264.34375
1498,360.6521739
1499,238.7428571
1500,237.2272727
1501,243.1470588
1502,114.8837209
1503,226.9189189
1504,189.1304348
1505,175.4081633
1506,349.96
1507,227.1842105
1508,237.6666667
1509,211.325
1510,306.037037
1511,251.8947368
1512,208.804878
1513,258.8
1514,202.5
1515,175.9883721
1516,231.1944444
1517,222.5526316
1518,123.2816901
1519,202.0952381
1520,253.3030303
1521,163.75
1522,176.7979798
1523,260.8484848
1524,256.1212121
1525,272.6551724
1526,241.4857143
1527,359.7391304
1528,257.5522388
1529,230.8461538
1530,318.9230769
1531,248.4117647
1532,161.2830189
1533,317.4230769
1534,262.0434783
1535,178.375
1536,321.4
1537,269.6129032
1538,249
1539,221.4590164
1540,174.3861386
1541,291.0689655
1542,240.0833333
1543,127.5735294
1544,101.9058824
1545,265.875
1546,213.8717949
1547,278.0689655
1548,194.9318182
1549,179.5208333
1550,192.5833333
1551,253.4848485
1552,290.9285714
1553,229.2
1554,209.5365854
1555,181.3404255
1556,220.7368421
1557,241.3333333
1558,237.7222222
1559,225.2894737
1560,262.40625
1561,213.3658537
1562,290.6785714
1563,361.3870968
1564,280.3928571
1565,231.3513514
1566,232.4545455
1567,109.6153846
1568,255.2727273
1569,259.5151515
1570,190.9111111
1571,204.6904762
1572,275.7
1573,254.4848485
1574,256.8484848
1575,230.3055556
1576,238.5714286
1577,276.8333333
1578,162.8076923
1579,295.7586207
1580,222.7594937
1581,236.4705882
1582,304.8888889
1583,358.7391304
1584,110.1772152
1585,141.25
1586,293.2711864
1587,267.1384615
1588,263.6451613
1589,179.3298969
1590,308.2962963
1591,255.4375
1592,260.5483871
1593,178.8222222
1594,231.5384615
1595,258.21875
1596,259.516129
1597,321.6071429
1598,364.6521739
1599,326.48
1600,227.2702703
1601,253.4390244
1602,423.1578947
1603,177.877551
1604,271.483871
1605,257.625
1606,274.3666667
1607,159.0869565
1608,256.8181818
1609,316.1923077
1610,203.1190476
1611,196.3953488
1612,230.7297297
1613,225.4736842
1614,186.6590909
1615,220.880597
1616,180.8297872
1617,221.375
1618,189.0588235
1619,260.55
1620,297.7407407
1621,178.625
1622,364.7727273
1623,254
1624,256.3666667
1625,240.0285714
1626,209.925
1627,267.1612903
1628,242.9714286
1629,268.7647059
1630,313.3703704
1631,228.7567568
1632,311.5185185
1633,218.974359
1634,205.4878049
1635,390.875
1636,250.6470588
1637,323.64
1638,225.4210526
1639,249
1640,290.7586207
1641,264.3548387
1642,174.7291667
1643,403.8
1644,286.0357143
1645,270.516129
1646,222.3076923
1647,198.8809524
1648,255.9
1649,328.4883721
1650,344.4090909
1651,193.5111111
1652,236.8285714
1653,176.75
1654,272.7857143
1655,238.2222222
1656,199.1538462
1657,198.5581395
1658,194.5
1659,233.4533333
1660,286.9310345
1661,210.475
1662,243.5151515
1663,185.2173913
1664,243.5428571
1665,261.7692308
1666,240.3428571
1667,275.0333333
1668,396
1669,216.9487179
1670,209.675
1671,264.125
1672,354.7826087
1673,237.8
1674,250.1470588
1675,269.7419355
1676,283.0344828
1677,248.9
1678,220.6052632
1679,215.2820513
1680,260.3125
1681,305
1682,178.7878788
1683,243.4411765
1684,241.3714286
1685,233.3650794
1686,298.7931034
1687,232.2162162
1688,217.8275862
1689,229.6666667
1690,308.5925926
1691,131.3181818
1692,258.5
1693,207.4146341
1694,239.6285714
1695,217.9473684
1696,263.59375
1697,331.08
1698,214.875
1699,235.5555556
1700,239.4571429
1701,218.025641
1702,214.597561
1703,222.8823529
1704,279.4666667
1705,211.525
1706,195.7142857
1707,109.2970297
1708,241.6857143
1709,373.3181818
1710,207.6829268
1711,215.5526316
1712,243.2571429
1713,169.2325581
1714,307.1851852
1715,191.5833333
1716,244.1764706
1717,282.0666667
1718,154.8545455
1719,316.8846154
1720,270.7666667
1721,242.0857143
1722,338.8235294
1723,404.9
1724,258.8125
1725,265.59375
1726,258.5833333
1727,125.6764706
1728,263.53125
1729,210.825
1730,219.2820513
1731,279.0344828
1732,277.0645161
1733,251.7941176
1734,173.04
1735,194.7894737
1736,341.9583333
1737,204.4634146
1738,205.6190476
1739,307.2222222
1740,254.4202899
1741,269.4516129
1742,241.9142857
1743,189.6122449
1744,423.7741935
1745,232.9142857
1746,466.3333333
1747,171.244898
1748,226.6216216
1749,296.2142857
1750,179.6666667
1751,228.5
1752,250.5882353
1753,198.8333333
1754,280.8666667
1755,207.8571429
1756,288.5862069
