"","Means_dim1_birth","Means_dim1_death","sd_dim1_birth"
"1",1.30991699430678,1.38895771635903,0.266779558680204
"2",0.714953282199767,0.747438857602653,0.172323240789887
"3",0.699906196044042,0.732922395467758,0.315018467133874
"4",0.477725278423089,0.516345555533464,0.159243145548324
"5",0.669205587889467,0.691897127245154,0.436126027800546
"6",0.561889047943629,0.60149396781738,0.158349074429302
"7",0.795387400586907,0.870461270619859,0.349760482869543
"8",0.391168827669961,0.415763293526002,0.227619486173712
"9",1.25924954754966,1.32290136318702,0.301296565441893
"10",1.39748615482778,1.48204205623654,0.425623199607994
"11",0.348245293872301,0.384697011529013,0.127019981428885
"12",0.579889104262856,0.618257078750074,0.192332435846195
"13",0.545134439496767,0.573228583875157,0.307143188028248
"14",1.247525036484,1.3221253991127,0.379324110443622
"15",0.463283690883488,0.49365439742315,0.279770617618705
"16",1.30498283865202,1.42699738521405,0.277317186220687
"17",0.846300317942585,0.897884591059251,0.286511951290268
"18",1.56526094192826,1.62778708676304,0.486204690160286
"19",1.14847000051808,1.22789022198181,0.932026835565816
"20",0.966396584391594,1.04777756142616,0.223310965362654
"21",1.58894097330895,1.65805793997615,1.59844798148525
"22",0.596368236952469,0.634907368414041,0.76024096167981
"23",1.16405288195342,1.23473696092541,0.322582872556941
"24",0.658133419736838,0.698258738716443,0.242071048121347
"25",2.09935492522096,2.28650183077544,0.717071654477965
"26",1.26725696748303,1.54038716131641,0.549434738867404
"27",1.04048218992021,1.12499383868029,0.124105550259025
"28",1.60589874565786,1.69851839394761,0.862614075650857
"29",1.11686370992661,1.19657984558741,0.359960635838724
"30",0.480663251498511,0.5057092183921,0.0906838219445674
"31",4.46928952341406,4.68679825082803,2.77742565816446
"32",1.1048538482342,1.19318215039551,0.39358299484072
"33",1.27687754401241,1.35792660030974,0.31883814025159
"34",0.482944972779416,0.51380450905583,0.0864137599737977
"35",2.04231229559942,2.1439119650946,1.54878645092869
"36",1.14471074055188,1.24380572634426,0.550015741344985
"37",0.645439493129166,0.701049185380703,0.104745087319852
"38",0.870402618234319,0.904733116241326,0.413693692963046
"39",0.717805468229856,0.768127829916235,0.188332500784648
"40",0.680324494838715,0.707135049541991,0.249800770306404
"41",0.818358732509477,0.875405431473017,0.209309367746376
"42",2.7193550908618,2.80802838970386,0.558144193940607
"43",2.17386492886351,2.25127982612148,2.14419837558569
"44",0.69374882315026,0.735606466551296,0.140139218527053
"45",0.651411817151697,0.692488345069502,0.18302276374181
"46",0.925080582434997,0.968802522271227,0.356076887170592
"47",1.13212508071553,1.18123312700878,0.203765973801218
"48",0.700517357612143,0.730932150669649,0.169244356186182
"49",2.89869838356972,3.01705426602137,2.3301886759358
"50",0.514047271527705,0.538466362637423,0.222890751313899
"51",1.73662538930712,1.81174793900776,0.629649703931749
"52",0.568327999222872,0.591518639371945,0.189546961320828
"53",1.60486426493069,1.64409904884504,0.339038749393024
"54",1.42289935781018,1.50920528803459,0.654148107768774
"55",0.698382737799263,0.75576123382364,0.163263160997751
"56",0.735269620801111,0.760931519006931,0.184640479973279
"57",0.999166291192692,1.06613712214135,0.395755615782058
"58",2.26404466829469,2.37483129459145,1.9758803314393
"59",0.493400651078693,0.519736022360063,0.207382500959621
"60",1.01221913465842,1.11602621489668,0.394715992007106
"61",1.01007715697799,1.10625316926411,0.267891370030613
"62",1.66165772370327,1.74012020868086,0.69074729519684
"63",0.834382068353678,0.885201137306636,0.299649746849585
"64",1.66863883898176,1.71995080462817,0.579140092808201
"65",0.817250943609646,0.862559272886667,0.315250183340673
"66",0.518564978979298,0.54548699708329,0.217720386893463
"67",0.927348874142913,0.982716300448433,0.396314995249998
"68",1.37425335586071,1.48560110449791,0.406110266313239
"69",0.860970080507873,0.92273523859497,0.213300588490326
"70",1.02807565463019,1.08227378452146,0.39236459203647
"71",1.32175086621315,1.38618191615228,0.77188114332698
"72",0.472667468119074,0.490557241846215,0.215051562466505
"73",0.498623172232979,0.534359436599832,0.276345041005005
"74",0.65492889150641,0.690662252723723,0.214856425242893
"75",0.503166477829218,0.535424506664276,0.277326530525521
"76",0.839425043425929,0.920022251058212,0.176591553142146
"77",0.444755890202231,0.469393404397538,0.214930051574425
"78",0.553403825507508,0.585762085767838,0.213808879199094
"79",0.811394655112679,0.878717620110681,0.525142091189929
"80",0.883221548492626,0.930238637126098,1.17635832734934
"81",1.63260631339672,1.70307327214724,0.963556076906909
"82",0.930762656083268,0.990291138579336,0.219215069487711
"83",0.600924199090359,0.631414154901149,0.316148974832848
"84",1.06770742196928,1.10509766638279,0.348988100171173
"85",0.636814195041855,0.666544272253911,0.193698530988122
"86",1.80762847789353,1.88008593311233,0.356096627079177
"87",1.37120681392903,1.42812244259581,0.397754816699063
"88",0.890592200829245,0.934566170282071,0.481658721425831
"89",0.409928043008064,0.434265705575244,0.0596634942899213
"90",1.78990173861101,1.91082226096904,1.37442688507491
"91",0.808129772966207,0.855267203047208,0.171009245292398
"92",0.59399642851077,0.639866827245878,0.201961219367583
"93",0.930907370903913,0.97584313027999,0.143654445686428
"94",0.765548753241698,0.806443203127745,0.416394970205586
"95",0.908247472595994,0.976201875293922,0.278129762891696
"96",1.02422665708089,1.07681653972876,0.256406979301612
"97",0.460456436700072,0.493350258974497,0.0866771613077189
"98",1.05178225423371,1.12086994213432,0.546417830708245
"99",1.42375132492279,1.51486433161436,0.463898562338506
"100",0.864201653670598,0.908109235596824,0.379554675704405
"101",1.50964758223523,1.59570580720901,0.425476893629613
"102",0.958466739635768,1.00820187696322,0.272968832424693
"103",0.699619744241852,0.728226439240052,0.248727898591053
"104",0.760278127641759,0.795506561923231,0.220862069102753
"105",0.688024441232073,0.727161602961256,0.261603005030275
"106",1.09781734638133,1.16370790227524,0.529198095574704
"107",0.642375822553689,0.673511983505611,0.228582489842725
"108",0.707690733943494,0.750906747256842,0.172301877436867
"109",0.908455063858811,0.945676986173708,0.302639845980503
"110",1.38161260056199,1.46013036518363,0.466311334373239
"111",0.721588976662465,0.760798180208398,0.304168458593474
"112",0.477726692203865,0.519855792150479,0.305279968561492
"113",1.20459430142381,1.27735256275226,0.320560295029396
"114",2.09344482020283,2.17799548329191,1.30378142597133
"115",0.568727888849874,0.603812612282733,0.251803380811328
"116",0.790560776251925,0.831723730316002,0.419919535805753
"117",0.731447273254395,0.760789695858955,0.303812461951602
"118",0.957562338541716,1.01045638108865,0.210652427845257
"119",0.442685616823534,0.471238763692478,0.336674691483445
"120",1.49929294411072,1.59846764331484,1.18713289203304
"121",0.573125221548183,0.606326726349917,0.270813321822322
"122",0.964176673094432,1.00905856344435,0.23892803517406
"123",1.43334330724132,1.47271833727437,0.547352136741883
"124",0.775919309029212,0.829401830441197,0.129702054455211
"125",0.792920054473916,0.855932975513,0.404582404394079
"126",2.03078483571025,2.09015207448426,1.70228786044491
"127",0.387895094344266,0.444050158437435,0.0864758516367744
"128",1.10718830263935,1.15739804452845,0.733102125596089
"129",0.978371845311429,1.04005613007459,0.37208169047728
"130",0.510254636758548,0.542119354537103,0.198687235012466
"131",0.576696587614266,0.62259960761032,0.21917595221485
"132",2.28417272913841,2.37455177178947,3.30645675215516
"133",0.695672746575796,0.753405883679023,0.56897549167127
"134",0.586978463371794,0.625749058459871,0.146954770181421
"135",0.653075421411617,0.702011054442599,0.186759969396535
"136",2.03843148096704,2.13343775297519,1.95741966103853
"137",0.592457399556511,0.63459703574578,0.168171212228622
"138",1.04876785148745,1.12274876720663,0.338958757330085
"139",1.25905266271205,1.34523773503569,0.446793552353301
"140",1.38820191029547,1.4911645612737,0.442542800835084
"141",0.782753973115574,0.825322732135847,0.155278416508254
"142",0.808198769529946,0.852445691823959,0.277355023373554
"143",1.15542178984844,1.21141985365839,0.287167449844355
"144",1.0130428708735,1.06633388414269,0.727537956311217
"145",1.10718155242749,1.16954859420164,1.21978579092399
"146",2.67549846746835,2.81654713182564,2.21101037755654
"147",0.980437344842893,1.02521114389589,0.733860294493089
"148",0.625840880660986,0.677197779851909,0.192018732964888
"149",0.471518730027203,0.511982256336435,0.134608857640911
"150",1.39571573463468,1.48275774249099,0.412175632916617
"151",1.3203913259282,1.3752815923347,0.4978281823843
"152",0.717813332047727,0.763773997624715,0.25640258266508
"153",0.400863081545514,0.421697136343402,0.196015600362037
"154",1.0018246457912,1.07190162143005,0.249912348590325
